,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_noteUsers,GK_nbAvis,GK_noteGK,GK_licence,GK_dateTestGK,GK_distributeur,GK_developpeur,GK_frenchName
4990,4437,Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,D3Publisher,0.25,0.15,0.0,0.04,0.44,,,3,Ben 10 ,,,Papaya Studio,
4991,4438,50 Cent: Bulletproof,XB,2005.0,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44,6.0,1.0,4.0,50 Cent,2006-03-14,Vivendi Games,Genuine Games,50 Cent : Bulletproof
4992,4438,50 Cent: Bulletproof,XB,2005.0,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44,6.0,1.0,4.0,50 Cent,2006-03-14,Vivendi Games,Genuine Games,50 Cent: Bulletproof
4993,4439,Densetsu no Stafi 2,GBA,2003.0,Platform,Nintendo,0.0,0.0,0.43,0.01,0.44,6.5,2.0,,The Legendary Starfy ,,,Nintendo,
4994,4440,Independence Day,PS,1997.0,Shooter,Fox Interactive,0.25,0.17,0.0,0.03,0.44,,,,,,Electronic Arts,Radical Entertainment,
4995,4441,Need for Speed: Shift 2 Unleashed,X360,2011.0,Racing,Electronic Arts,0.18,0.22,0.0,0.04,0.44,6.7,42.0,7,,,,Slightly Mad Studios,
4996,4442,Chocobo Racing,PS,1999.0,Racing,SquareSoft,0.07,0.05,0.3,0.03,0.44,5.0,2.0,,Chocobo ,,,Squaresoft,
4997,4443,Ninja Gaiden 3,PS3,2012.0,Action,Tecmo Koei,0.19,0.1,0.11,0.05,0.44,6.1,11.0,6.0,Ninja Gaiden,2012-03-20,,Team Ninja,Ninja Gaiden 3
4998,4444,Child of Eden,X360,2011.0,Shooter,Ubisoft,0.28,0.12,0.0,0.04,0.44,6.8,68.0,7.0,,2011-10-04,,Q Entertainment,Child of Eden
4999,4445,LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,LucasArts,0.33,0.1,0.0,0.02,0.44,6.8,28.0,6,,,Activision,"""Traveller's Tales""",
5000,4446,Family Fest Presents Circus Games,Wii,2008.0,Misc,Ubisoft,0.1,0.29,0.0,0.05,0.44,,,,Famille en Folie ,,,Kuju Manila,
5001,4447,My Spanish Coach,DS,2007.0,Misc,Ubisoft,0.4,0.01,0.0,0.03,0.44,,,,Mon Coach Personnel ,,,,Mon Coach Personnel : J'améliore mon espagnol
5002,4448,The Darkness,X360,2007.0,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.04,0.44,7.2,106.0,7.0,The Darkness,2007-06-29,,Starbreeze,The Darkness
5003,4449,Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005.0,Shooter,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,8.0,5.0,,Mobile Suit Gundam ,,,,Mobile Suit Gundam Seed : Union vs. Z.A.F.T.
5004,4450,Ms. Pac-Man Maze Madness,PS,2000.0,Puzzle,Namco Bandai Games,0.25,0.17,0.0,0.03,0.44,7.0,1.0,,Pac-Man ,,,Namco,
5005,4451,Blood Omen: Legacy of Kain,PS,1996.0,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.44,7.7,49.0,,Legacy of Kain ,,BMG Interactive Entertainment,Silicon Knights,
5006,4452,Super Bomberman 4,SNES,1996.0,Puzzle,Hudson Soft,0.0,0.0,0.44,0.0,0.44,5.0,1.0,,Bomberman ,,,Hudson Soft,
5007,4453,Bomberman II,NES,1991.0,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44,6.0,2.0,6,Bomberman ,,Konami,,Bomberman 2
5008,4454,Duke Nukem 64,N64,1997.0,Shooter,GT Interactive,0.35,0.08,0.0,0.01,0.44,7.8,124.0,7,Duke Nukem ,,,3D Realms,
5009,4455,Sin and Punishment: Star Successor,Wii,2009.0,Shooter,Nintendo,0.2,0.14,0.06,0.04,0.44,7.6,67.0,8,Sin and Punishment ,,,Treasure,
5010,4456,Jump Start Pet Rescue,Wii,2009.0,Misc,Knowledge Adventure,0.41,0.0,0.0,0.03,0.44,,,,Jumpstart ,,,,JumpStart : Pet Rescue
5011,4457,Naughty Bear,PS3,2010.0,Action,505 Games,0.18,0.18,0.0,0.07,0.44,6.0,4.0,3.0,Naughty Bear,2010-07-08,,,
5012,4457,Naughty Bear,PS3,2010.0,Action,505 Games,0.18,0.18,0.0,0.07,0.44,6.0,4.0,3.0,Naughty Bear,2010-07-08,,,Naughty Bear
5013,4458,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005.0,Misc,THQ,0.34,0.09,0.0,0.01,0.44,,,,,,,,
5014,4459,Super Robot Taisen OG: Original Generations,PS2,2007.0,Strategy,Banpresto,0.0,0.0,0.44,0.0,0.44,8.0,4.0,,Super Robot Taisen ,,505 Games,Banpresto,
5015,4460,Army Men World War: Final Front,PS,2001.0,Action,3DO,0.24,0.17,0.0,0.03,0.44,,,,,,,,
5016,4461,Petz: Horsez 2,DS,2007.0,Simulation,Ubisoft,0.41,0.0,0.0,0.03,0.44,,,3,,,,,Alexandra Ledermann : Le Haras de la Vallée
5017,4462,Puppy Luv: Spa and Resort,DS,2007.0,Simulation,Activision,0.4,0.0,0.0,0.03,0.44,3.0,1.0,2,Animal Luv ,,Digital Bros.,Humagade,
5018,4463,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009.0,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.06,0.44,8.3,3.0,,Yu Gi Oh! ,,,Konami,
5019,4464,MX Unleashed,XB,2004.0,Racing,THQ,0.34,0.08,0.0,0.02,0.44,0.0,0.0,5.0,MX Unleashed,2004-03-30,,Rainbow Studios,MX Unleashed
5020,4465,Jikkyou Powerful Pro Yakyuu 9,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,,,,Powerful Pro Baseball ,,,Konami,
5021,4466,Grind Session,PS,2000.0,Sports,Sony Computer Entertainment,0.24,0.17,0.0,0.03,0.44,,,,,,,Shaba Games,
5022,4467,Naruto: Gekito Ninja Taisen! 3,GC,2004.0,Fighting,Tomy Corporation,0.0,0.0,0.43,0.01,0.44,7.7,3.0,,Naruto ,,,8ing,
5023,4468,Barbie: Groom and Glam Pups,DS,2010.0,Action,THQ,0.26,0.14,0.0,0.04,0.44,,,,Barbie ,,,Game Machine Studios,
5024,4469,Wario World,GC,2003.0,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44,,,,Wario ,,,Treasure,Wario World
5025,4470,Scooby-Doo! Mystery Mayhem,GBA,2003.0,Action,THQ,0.31,0.12,0.0,0.01,0.44,,,5,Scooby-Doo ,,Nintendo,Behaviour Interactive,
5026,4471,Super Breakout,2600,,Puzzle,Atari,0.41,0.03,0.0,0.0,0.44,,,,Breakout ,,,Griptonite Games,
5027,4472,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003.0,Misc,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,,,,,,,,
5028,4473,Deer Drive,DS,2010.0,Sports,Mastiff,0.41,0.0,0.0,0.02,0.44,,,,Deer Drive ,,,,Deer Drive
5029,4474,Robert Ludlum's The Bourne Conspiracy,X360,,Action,Vivendi Games,0.26,0.14,0.0,0.04,0.44,6.2,30.0,6,,,Vivendi Games,High Moon Studios,
5030,4475,Just Dance 4,PS3,2012.0,Misc,Ubisoft,0.26,0.12,0.0,0.06,0.44,6.0,6.0,6.0,Just Dance,2012-10-04,,Ubisoft Montpellier,Just Dance 4
5031,4476,TimeSplitters 2,GC,2002.0,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44,,,,TimeSplitters ,,,Crytek UK,TimeSplitters 2
5032,4477,Battlebots: Design & Destroy,GBA,2003.0,Action,Majesco Entertainment,0.31,0.12,0.0,0.01,0.44,,,,,,,,Battlebots
5033,4478,Devil May Cry HD Collection,X360,2012.0,Action,Capcom,0.28,0.11,0.01,0.03,0.44,7.2,36.0,7.0,Devil May Cry,2012-04-05,,Capcom,Devil May Cry HD Collection
5034,4479,Eternal Darkness: Sanity's Requiem,GC,2002.0,Adventure,Nintendo,0.34,0.09,0.0,0.01,0.44,7.9,94.0,8,,,,Silicon Knights,
5035,4480,Power Rangers: S.P.D.,GBA,2004.0,Action,THQ,0.31,0.12,0.0,0.01,0.44,,,,Power Rangers ,,,,Power Rangers : Dino Tonnerre
5036,4481,Naruto: Ultimate Ninja 3,PS2,2005.0,Fighting,Atari,0.36,0.01,0.0,0.06,0.44,7.4,16.0,6.0,Naruto,2008-09-05,,CyberConnect2,Naruto : Ultimate Ninja 3
5037,4481,Naruto: Ultimate Ninja 3,PS2,2005.0,Fighting,Atari,0.36,0.01,0.0,0.06,0.44,7.4,16.0,6.0,Naruto,2008-09-05,,CyberConnect2,Naruto: Ultimate Ninja 3
5038,4482,SingStar Motown,PS2,2009.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.38,0.44,,,,SingStar ,,,Team Soho,
5039,4483,Neon Genesis Evangelion,SAT,1996.0,Adventure,Sega,0.0,0.0,0.44,0.0,0.44,6.0,1.0,,Evangelion ,,,Bandai,
5040,4484,Nicktoons: Attack of the Toybots,Wii,2007.0,Platform,THQ,0.4,0.0,0.0,0.03,0.44,,,3,"""Bob l'Eponge """,,THQ,Blue Tongue,
5041,4485,Mobile Suit Gundam: One Year War,PS2,2005.0,Action,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,7.0,2.0,,Mobile Suit Gundam ,,,Namco,
5042,4486,Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,,,,,,,,
5043,4487,NFL Blitz 20-03,PS2,2002.0,Sports,Midway Games,0.21,0.17,0.0,0.06,0.44,9.0,1.0,,NFL Blitz ,,,Midway Games,
5044,4488,Just Dance: Summer Party,Wii,2011.0,Misc,Ubisoft,0.41,0.0,0.0,0.03,0.44,,,,,,,,
5045,4489,SpongeBob's Atlantis SquarePantis,PS2,2007.0,Action,THQ,0.36,0.01,0.0,0.06,0.44,,,2,"""Bob l'Eponge """,,,Blitz Games,
5046,4490,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007.0,Fighting,Atari,0.19,0.09,0.08,0.07,0.44,6.1,10.0,5,Dragon Ball ,,Atari,Dimps,
5047,4491,Master of Illusion,DS,2006.0,Puzzle,Nintendo,0.16,0.0,0.26,0.01,0.44,,,-,Faites de la magie ,,,,Faites de la magie
5048,4492,Star Wars: Jedi Starfighter,XB,2002.0,Simulation,Activision,0.35,0.07,0.0,0.02,0.44,6.3,3.0,6,Star Wars ,,Ubisoft Montpellier,LucasArts Entertainment,
5049,4493,Remington Great American Bird Hunt,Wii,2009.0,Sports,Mastiff,0.41,0.0,0.0,0.03,0.44,,,,Remington ,,,,Remington Great American Bird Hunt
5050,4494,Classic NES Series: Metroid,GBA,2004.0,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,,,,,,,,
5051,4495,Alpha Protocol,PS3,2010.0,Role-Playing,Sega,0.19,0.18,0.0,0.07,0.43,7.0,114.0,6.0,,2010-06-04,,Obsidian Entertainment,Alpha Protocol
5052,4496,Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,7.6,7.0,5,Tetris ,,Nintendo,Hudson Soft,
5053,4497,Dora the Explorer: Dora Puppy,DS,2009.0,Misc,Take-Two Interactive,0.39,0.01,0.0,0.03,0.43,,,,"""Dora l'exploratrice """,,,,Dora the Explorer: Dora Puppy
5054,4498,Primal,PS2,2003.0,Action,Sony Computer Entertainment,0.21,0.17,0.0,0.06,0.43,7.1,17.0,7.0,Far Cry ,2003-03-21,,,Far Cry Primal
5055,4498,Primal,PS2,2003.0,Action,Sony Computer Entertainment,0.21,0.17,0.0,0.06,0.43,7.1,17.0,7.0,Far Cry ,2003-03-21,,,Primal
5056,4499,Madden NFL 2002,N64,2001.0,Sports,Electronic Arts,0.41,0.02,0.0,0.0,0.43,0.0,0.0,8.0,Madden NFL,2001-10-26,,EA Sports,Madden NFL 2002
5057,4500,Need for Speed Underground 2,GBA,2004.0,Racing,Electronic Arts,0.31,0.12,0.0,0.01,0.43,6.6,58.0,6,Need For Speed ,,,EA Canada,
5058,4501,007: Quantum of Solace,PS2,2008.0,Action,Activision,0.17,0.0,0.0,0.26,0.43,5.5,28.0,5,James Bond ,,,Beenox Studio,
5059,4502,Spec Ops: Covert Assault,PS,2001.0,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43,4.0,1.0,2.0,Spec Ops,2001-08-23,Take Two Interactive,Runecraft,Spec Ops : Covert Assault
5060,4502,Spec Ops: Covert Assault,PS,2001.0,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43,4.0,1.0,2.0,Spec Ops,2001-08-23,Take Two Interactive,Runecraft,Spec Ops: Covert Assault
5061,4503,SSX Tricky,XB,2001.0,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,7.5,13.0,6.75,SSX,2001-12-04,,EA Big,SSX Tricky
5062,4504,Flight Control Rocket,GBA,2005.0,Simulation,THQ,0.31,0.12,0.0,0.01,0.43,,,,,,,Electronic Arts,
5063,4505,FIFA 14,PC,2013.0,Sports,Electronic Arts,0.01,0.36,0.0,0.06,0.43,6.9,102.0,7.5,FIFA EA Sports,2013-09-23,,EA Canada,FIFA 14
5064,4506,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43,5.0,4.0,4,Le monde de Narnia ,,,"""Traveller's Tales""",
5065,4507,Trials Fusion,PS4,2014.0,Racing,Ubisoft,0.13,0.21,0.01,0.08,0.43,7.2,63.0,8.0,Trials,2014-04-16,,RedLynx,Trials Fusion
5066,4508,Wheel of Fortune,DS,2010.0,Misc,THQ,0.41,0.0,0.0,0.03,0.43,,,,La roue de la fortune ,,,Pipeworks Software,
5067,4509,NiGHTS into dreams...,SAT,1996.0,Platform,Sega,0.0,0.0,0.43,0.0,0.43,7.5,55.0,5,NiGHTS into dreams ,,,Sonic Team,
5068,4510,NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43,,,,NCAA ,,,EA Sports,
5069,4511,Overwatch,PC,2016.0,Shooter,Activision,0.22,0.18,0.0,0.04,0.43,7.6,92.0,7.0,Overwatch,2016-05-26,,Blizzard Entertainment,Overwatch
5070,4512,Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.35,0.04,0.0,0.04,0.43,7.5,4.0,7.0,Rock Band,2015-10-06,,Harmonix Music Systems,Rock Band 4
5071,4513,NBA Jam,Wii,2010.0,Sports,Electronic Arts,0.38,0.03,0.0,0.03,0.43,6.8,20.0,6.0,NBA Jam,2010-10-07,Acclaim Entertainment,Iguana Entertainment,NBA Jam
5072,4514,Bionicle,PS2,2003.0,Action,Electronic Arts,0.21,0.17,0.0,0.06,0.43,0.0,0.0,3.5,LEGO,2003-11-14,,Argonaut Games,Bionicle
5073,4515,Minecraft,WiiU,2016.0,Misc,Microsoft Game Studios,0.18,0.09,0.14,0.03,0.43,8.0,186.0,7.5,Minecraft,2012-02-14,,Mojang Studios,Minecraft
5074,4516,MLB 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,7.0,1.0,6,All-Star Baseball ,,,Acclaim Entertainment,
5075,4517,Sleeping Dogs,PS4,2014.0,Action,Square Enix,0.16,0.2,0.0,0.07,0.43,7.4,294.0,7.0,,2012-08-15,,United Front Games,Sleeping Dogs
5076,4518,TimeSplitters,PS2,2000.0,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43,5.5,10.0,6.0,TimeSplitters,2000-12-19,,,
5077,4518,TimeSplitters,PS2,2000.0,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43,5.5,10.0,6.0,TimeSplitters,2000-12-19,,,TimeSplitters
5078,4519,Barnstorming,2600,1981.0,Action,Activision,0.4,0.02,0.0,0.0,0.43,,,,,,,Activision,
5079,4520,InuYasha: The Secret of the Cursed Mask,PS2,2004.0,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43,,,,Inuyasha ,,,,Inuyasha : The Secret of the Cursed Mask
5080,4521,Rune Factory 3: A Fantasy Harvest Moon,DS,2009.0,Role-Playing,Rising Star Games,0.28,0.03,0.1,0.02,0.43,8.2,6.0,,,,,Marvelous Entertainment,
5081,4522,The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43,,,,Super Nanas ,,,,Super Nanas : Him & Seek
5082,4523,Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,8.0,6.0,,,,,Inti Creates,
5083,4524,Wonder Project J: Kikai no Shonen Pino,SNES,1994.0,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43,,,,Wonder Project J ,,,Enix,
5084,4525,2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43,6.8,25.0,7,FIFA EA Sports ,,,,Coupe du monde de la FIFA : Afrique du Sud 2010
5085,4526,Atelier Totori: The Adventurer of Arland,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.12,0.07,0.21,0.03,0.43,6.6,22.0,4,Atelier ,,,Gust,
5086,4527,Spec Ops: The Line,X360,2012.0,Shooter,Take-Two Interactive,0.21,0.19,0.0,0.04,0.43,7.2,176.0,6.0,Spec Ops,2012-06-26,2K Games,Yager,Spec Ops : The Line
5087,4528,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.31,0.11,0.0,0.01,0.43,,,,The Fairly OddParents ,,,Blitz Games,
5088,4529,Ghostbusters: The Video Game,PS2,2009.0,Action,Atari,0.15,0.04,0.0,0.24,0.43,6.0,6.0,,Ghostbusters ,,,Saber Interactive,
5089,4530,Hunter: The Reckoning  Wayward,PS2,2003.0,Action,Interplay,0.21,0.16,0.0,0.06,0.43,5.8,6.0,7,Hunter : The Reckoning ,,,High Voltage Software,
5090,4531,How to Train Your Dragon,Wii,2010.0,Action,Activision,0.24,0.15,0.0,0.04,0.43,,,5,,,,,
5091,4532,Command & Conquer 3: Tiberium Wars,X360,2007.0,Strategy,Electronic Arts,0.35,0.05,0.0,0.03,0.43,7.0,34.0,7,Command & Conquer ,,,Electronic Arts,
5092,4533,WipEout 64,N64,1998.0,Racing,Midway Games,0.28,0.14,0.0,0.01,0.43,7.0,24.0,,WipEout ,,Midway Games,Psygnosis,
5093,4534,Mischief Makers,N64,1997.0,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43,6.3,7.0,,,,,Treasure,
5094,4535,Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.15,0.22,0.0,0.06,0.43,7.5,314.0,8.0,Max Payne,2012-05-21,,Rockstar Vancouver,Max Payne 3
5095,4536,Petz Bunnyz,DS,2008.0,Simulation,Ubisoft,0.39,0.01,0.0,0.03,0.43,,,,Petz ,,,Ubisoft Nagoya,
5096,4537,Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43,7.5,95.0,7.0,Castlevania,2007-03-08,,Konami,Castlevania : Portrait of Ruin
5097,4537,Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43,7.5,95.0,7.0,Castlevania,2007-03-08,,Konami,Castlevania: Portrait of Ruin
5098,4538,NHL Slapshot,Wii,,Sports,Unknown,0.4,0.0,0.0,0.02,0.43,,,,,,,,NHL Slapshot
5099,4539,EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43,,,,EyeToy ,,,Harmonix Music Systems,
5100,4540,FIFA 14,Wii,2013.0,Sports,Electronic Arts,0.0,0.38,0.0,0.05,0.43,,,,FIFA EA Sports ,,,EA Canada,FIFA 14
5101,4541,EverQuest Online Adventures,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43,0.0,0.0,5.0,EverQuest,2004-01-08,,Verant Interactive,EverQuest Online Adventures
5102,4542,Cool Boarders,PS,1996.0,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,6.0,2.0,6,Cool Boarders ,,,Deck Nine,
5103,4543,"999: Nine Hours, Nine Persons, Nine Doors",DS,2009.0,Adventure,ChunSoft,0.37,0.0,0.03,0.03,0.43,8.2,66.0,,Zero Escape ,,,ChunSoft,
5104,4544,Mobile Suit Gundam: Zeonic Front,PS2,2001.0,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,,,,Mobile Suit Gundam ,,,,Mobile Suit Gundam : Zeonic Front
5105,4545,Zone of the Enders HD Collection,PS3,2012.0,Simulation,Konami Digital Entertainment,0.21,0.08,0.09,0.05,0.43,7.1,54.0,6,Zone of the Enders ,,,Kojima Productions,
5106,4546,Def Jam Icon,PS3,2007.0,Action,Electronic Arts,0.16,0.19,0.0,0.08,0.43,5.8,5.0,5,Def Jam ,,,EA Chicago,
5107,4547,Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,5.6,5.0,6.0,Tales of,2007-09-12,Ubisoft,Alfa System,Tales of the World : Radiant Mythology
5108,4547,Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,5.6,5.0,6.0,Tales of,2007-09-12,Ubisoft,Alfa System,Tales of the World: Radiant Mythology
5109,4548,Monopoly,PS2,2008.0,Misc,Electronic Arts,0.21,0.16,0.0,0.05,0.43,6.3,3.0,,Monopoly ,,,,Monopoly
5110,4549,Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,3.7,6.0,,Secret of Mana (Seiken Densetsu) ,,,,Dawn of Mana
5111,4550,Microsoft Flight Simulator X,PC,2006.0,Simulation,Microsoft Game Studios,0.02,0.34,0.0,0.07,0.43,8.2,9.0,9,Flight Simulator ,,,Asobo Studio,
5112,4551,Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43,7.1,10.0,,,,,"""Traveller's Tales""",
5113,4552,Madden NFL 2003,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.43,,,,Madden NFL ,,,EA Sports,Madden NFL 2003
5114,4553,NASCAR Kart Racing,Wii,2009.0,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.43,,,,,,,,NASCAR Kart Racing
5115,4554,Disney Sing It,X360,2008.0,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03,0.43,5.0,1.0,5,,,,Zoë Mode,
5116,4555,Backyard Baseball,GBA,2002.0,Sports,Atari,0.31,0.11,0.0,0.01,0.43,,,,Backyard Sports ,,,Humongous Entertainment,Backyard Baseball
5117,4556,Call of Duty: Black Ops II,WiiU,2012.0,Shooter,Activision,0.21,0.18,0.0,0.03,0.43,6.1,105.0,7,,,,Treyarch,
5118,4557,TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.27,0.1,0.0,0.05,0.43,6.0,9.0,4,Tron ,,,Propaganda Games,
5119,4558,Midway Arcade Treasures,XB,2003.0,Misc,Midway Games,0.33,0.08,0.0,0.01,0.43,2.0,1.0,,Midway Arcade Treasures ,,Konami,Digital Eclipse,
5120,4559,Call of Duty: Modern Warfare: Mobilized,DS,2009.0,Shooter,Activision,0.37,0.02,0.0,0.03,0.43,,,,,,,,
5121,4560,Petz: Horsez 2,Wii,2007.0,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.43,,,3,,,,,Alexandra Ledermann : Le Haras de la Vallée
5122,4561,The Smurfs,DS,2011.0,Action,Ubisoft,0.24,0.14,0.0,0.04,0.43,,,,Les Schtroumpfs ,,,,The Smurfs' Village
5123,4562,Bakugan: Battle Brawlers,PS2,2009.0,Action,Activision,0.21,0.16,0.0,0.05,0.43,5.0,1.0,,Bakugan ,,,Nowpro,
5124,4563,NHL FaceOff 99,PS,1997.0,Sports,989 Studios,0.24,0.16,0.0,0.03,0.43,,,,NHL FaceOff ,,,Killer Game,
5125,4564,Skylanders: Trap Team,PS4,2014.0,Action,Activision,0.18,0.17,0.0,0.07,0.43,6.0,3.0,5,Skylanders ,,,Beenox Studio,
5126,4565,SEGA Classics Collection,PS2,2005.0,Misc,Sega,0.21,0.16,0.0,0.05,0.43,5.0,1.0,,Sega Megadrive Collection ,,,,Sega Classics Collection
5127,4566,Pirates of the Caribbean: At World's End,PSP,2007.0,Action,Disney Interactive Studios,0.15,0.17,0.0,0.1,0.43,5.1,11.0,4,Pirates des Caraïbes ,,,Eurocom,
5128,4567,Juiced: Eliminator,PSP,2006.0,Racing,THQ,0.11,0.2,0.0,0.12,0.43,0.0,0.0,4.0,Juiced,2006-08-31,,THQ Digital Studios Warrington,Juiced : Eliminator
5129,4567,Juiced: Eliminator,PSP,2006.0,Racing,THQ,0.11,0.2,0.0,0.12,0.43,0.0,0.0,4.0,Juiced,2006-08-31,,THQ Digital Studios Warrington,Juiced: Eliminator
5130,4568,Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42,3.0,1.0,4,Naruto ,,Nintendo,,Naruto Shippuden : Ninja Council 3 European Version
5131,4569,Neon Genesis Evangelion 2nd Impression,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.42,0.0,0.42,7.0,1.0,,Evangelion ,,,Sega-AM2,
5132,4570,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011.0,Strategy,Banpresto,0.0,0.0,0.42,0.0,0.42,8.4,5.0,7,Super Robot Taisen ,,,,Dai 2 Ji Super Robot Taisen Z
5133,4571,NBA Street,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42,,,,,,,,
5134,4571,NBA Street,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42,,,,,,,,NBA Street
5135,4572,Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,D3Publisher,0.22,0.16,0.0,0.04,0.42,,,3,Ben 10 ,,,Papaya Studio,
5136,4573,Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,D3Publisher,0.13,0.19,0.0,0.11,0.42,,,3,Ben 10 ,,,Papaya Studio,
5137,4574,Valkyrie Profile: Covenant of the Plume,DS,2008.0,Role-Playing,Square Enix,0.23,0.02,0.16,0.02,0.42,7.1,22.0,7.0,Valkyrie Profile,2009-04-01,Koch Media,tri-Ace,Valkyrie Profile : Covenant of the Plume
5138,4574,Valkyrie Profile: Covenant of the Plume,DS,2008.0,Role-Playing,Square Enix,0.23,0.02,0.16,0.02,0.42,7.1,22.0,7.0,Valkyrie Profile,2009-04-01,Koch Media,tri-Ace,Valkyrie Profile: Covenant of the Plume
5139,4575,The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42,6.2,6.0,3.0,Spyro,2007-11-17,Vivendi Games,Krome Studios,The Legend of Spyro : The Eternal Night
5140,4575,The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42,6.2,6.0,3.0,Spyro,2007-11-17,Vivendi Games,Krome Studios,The Legend of Spyro: The Eternal Night
5141,4576,Mega Man Battle Network,GBA,2001.0,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,6.9,8.0,6.0,Mega Man,2001-04-09,,Capcom,Mega Man Battle Network
