,Name,Platform,Year,Genre,Publisher,DateSortie,Studio,Score,Rate,Review,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,GK_distributeur,Mois
3599,LEGO Dimensions,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,2015-09-01,Traveller's Tales,8.25,6.97,26.5,0.22,0.32,0.0,0.1,0.64,LEGO,,9.0
3600,Start the Party!,PS3,2010.0,Misc,Sony Computer Entertainment,2010-09-01,Supermassive Games,4.25,4.9,3.0,0.07,0.42,0.0,0.14,0.64,Start the Party !,,9.0
3601,Cruis'n World,N64,1998.0,Racing,Nintendo,0000-01-00,Eurocom,,5.0,1.0,0.59,0.04,0.0,0.01,0.64,"""Cruis'n """,,1.0
3602,Madden NFL 2001,N64,2000.0,Sports,Electronic Arts,2000-12-01,EA Tiburon,7.8,7.15,0.5,0.6,0.03,0.0,0.01,0.64,Madden NFL,,12.0
3603,NBA Live 08,PS3,2007.0,Sports,Electronic Arts,2007-10-01,EA Canada,6.66,6.67,25.5,0.56,0.02,0.01,0.05,0.64,NBA Live,Electronic Arts,10.0
3604,The Walking Dead: Survival Instinct,X360,2013.0,Shooter,Activision,2013-03-01,Terminal Reality,2.73,5.2,54.0,0.46,0.12,0.0,0.05,0.64,The Walking Dead,,3.0
3606,Donkey Kong Barrel Blast,Wii,2007.0,Racing,Nintendo,2007-10-01,Paon Corporation,4.3,6.0,5.0,0.2,0.26,0.11,0.06,0.64,Donkey Kong,,10.0
3607,Okami,Wii,2008.0,Action,Capcom,2008-04-01,Ready at Dawn,8.88,8.8,419.0,0.45,0.1,0.04,0.05,0.64,Okami,,4.0
3608,Lemony Snicket's A Series of Unfortunate Events,PS2,2004.0,Platform,Activision,2004-11-01,Adrenium,4.65,5.55,1.0,0.31,0.24,0.0,0.08,0.64,,,11.0
3609,Middle-Earth: Shadow of Mordor,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0000-01-00,Monolith Productions,7.0,7.2,121.0,0.2,0.33,0.01,0.1,0.64,Le Seigneur des Anneaux,,1.0
3610,Family Feud: 2010 Edition,Wii,2009.0,Misc,Ubisoft,2009-09-01,Ludia Inc.,,,,0.59,0.0,0.0,0.04,0.64,Family Feud,,9.0
3611,Red Steel 2,Wii,2010.0,Shooter,Ubisoft,2010-03-01,Ubisoft Paris,7.5,7.65,47.0,0.36,0.21,0.01,0.06,0.63,Red Steel,,3.0
3612,X-Men Legends II: Rise of Apocalypse,PS2,2005.0,Role-Playing,Activision,2005-09-01,Raven Software,6.6,7.3,8.0,0.53,0.02,0.0,0.09,0.63,,,9.0
3613,Nightmare Creatures,PS,1997.0,Action,Sony Computer Entertainment,0000-01-00,Kalisto Entertainment,,6.3,6.0,0.35,0.24,0.0,0.04,0.63,Nightmare Creatures,,1.0
3614,SingStar Queen,PS2,2009.0,Misc,Sony Computer Entertainment,2009-03-01,SCEE London Studio,6.4,8.53,2.0,0.08,0.12,0.0,0.44,0.63,SingStar,,3.0
3615,Just Dance 2015,X360,2014.0,Misc,Ubisoft,2014-10-01,Ubisoft,7.5,7.72,2.5,0.41,0.16,0.0,0.06,0.63,Just Dance,,10.0
3616,F1 2013,PS3,2013.0,Racing,Codemasters,2013-10-01,Codemasters Birmingham,7.9,7.33,30.0,0.01,0.45,0.03,0.15,0.63,F1 (Codemasters),,10.0
3617,Juiced 2: Hot Import Nights,X360,2007.0,Racing,THQ,2007-09-01,Juice Games,6.27,6.47,21.5,0.22,0.34,0.0,0.07,0.63,Juiced,,9.0
3619,Tony Hawk's Pro Skater 2x,XB,2001.0,Sports,Activision,2001-11-01,Treyarch,7.4,7.3,48.0,0.41,0.19,0.0,0.03,0.63,Tony Hawk,,11.0
3620,Sim Theme Park,PS,1999.0,Strategy,Electronic Arts,0000-01-00,Bullfrog Productions,,7.2,13.0,0.35,0.24,0.0,0.04,0.63,,,1.0
3621,FIFA Soccer 2003,XB,2002.0,Sports,Electronic Arts,2002-11-01,EA Canada,7.9,7.0,14.0,0.2,0.4,0.0,0.04,0.63,FIFA EA Sports,,11.0
3622,Ghostbusters: The Video Game,X360,2009.0,Action,Atari,2009-06-01,Terminal Reality,7.9,7.25,6.0,0.43,0.14,0.0,0.06,0.63,Ghostbusters,,6.0
3623,Monster Hunter 2,PS2,,Role-Playing,Capcom,0000-01-00,Capcom,6.0,6.6,5.0,0.0,0.0,0.63,0.0,0.63,Monster Hunter,,1.0
3624,NASCAR 06: Total Team Control,PS2,2005.0,Racing,Electronic Arts,2005-08-01,EA Sports,7.8,7.8,1.0,0.53,0.02,0.0,0.09,0.63,Nascar (EA Sports),,8.0
3625,Tony Hawk's Project 8,PS3,2006.0,Sports,Activision,2006-11-01,Neversoft Entertainment,6.87,6.83,13.0,0.3,0.23,0.01,0.1,0.63,Tony Hawk,,11.0
3626,Dogz,GBA,2004.0,Simulation,Ubisoft,2000-04-01,MTO,5.4,7.65,6.0,0.45,0.17,0.0,0.01,0.63,Petz,,4.0
3627,Disney Universe,PS3,2011.0,Action,Disney Interactive Studios,2011-10-01,Eurocom Entertainment Software,5.17,6.35,13.5,0.3,0.23,0.0,0.09,0.63,Disney Universe,,10.0
3629,Guitar Hero: Metallica,PS3,2009.0,Misc,Activision,2009-05-01,Neversoft Entertainment,7.2,8.12,58.5,0.28,0.24,0.0,0.1,0.63,Guitar Hero,,5.0
3631,Iron Man,PSP,2008.0,Action,Sega,2008-05-01,Artificial Mind and Movement,4.3,4.6,12.0,0.46,0.09,0.0,0.09,0.63,Marvel,,5.0
3632,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012.0,Misc,Namco Bandai Games,0000-01-00,Namco,,8.0,1.0,0.0,0.0,0.63,0.0,0.63,Taiko no Tatsujin,,1.0
3633,Harry Potter and the Half-Blood Prince,DS,2009.0,Action,Electronic Arts,2009-06-01,EA Bright Light,4.4,4.55,4.0,0.21,0.35,0.0,0.07,0.63,Harry Potter,,6.0
3634,A Bug's Life,N64,1998.0,Platform,Activision,1999-02-01,,8.5,6.05,3.0,0.49,0.13,0.0,0.01,0.63,,,2.0
3635,Super Castlevania IV,SNES,1991.0,Platform,Konami Digital Entertainment,1992-08-01,Konami,8.5,8.62,83.5,0.32,0.05,0.25,0.01,0.63,Castlevania,,8.0
3636,DJ Hero 2,Wii,2010.0,Misc,Activision,2010-10-01,FreeStyleGames,8.1,7.7,21.0,0.49,0.09,0.0,0.04,0.63,Hero,,10.0
3637,Angry Birds Trilogy,3DS,2012.0,Action,Activision,2012-09-01,Exient Entertainment,6.2,5.0,,0.38,0.2,0.0,0.05,0.63,Angry Birds,,9.0
3638,Condemned 2: Bloodshot,X360,2008.0,Action,Sega,2008-03-01,Monolith Productions,7.33,7.5,82.0,0.38,0.19,0.0,0.06,0.63,Condemned,,3.0
3640,Cabela's Big Game Hunter (2008),Wii,2007.0,Sports,Activision,0000-01-00,,,,,0.58,0.0,0.0,0.05,0.63,"""Cabela's """,,1.0
3641,Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003.0,Fighting,Namco Bandai Games,0000-01-00,Capcom,8.0,9.0,1.0,0.0,0.0,0.63,0.0,0.63,Mobile Suit Gundam,,1.0
3642,Just Dance 3,PS3,2011.0,Misc,Ubisoft,2011-10-01,Ubisoft,7.17,6.73,17.0,0.33,0.21,0.0,0.09,0.63,Just Dance,,10.0
3643,Call of Duty: Black Ops,DS,2010.0,Shooter,Activision,2010-11-01,n-Space,7.8,6.92,171.5,0.54,0.05,0.0,0.04,0.63,Call of Duty,,11.0
3645,God of War III,PS4,2015.0,Action,Sony Computer Entertainment,2010-03-01,Studio Santa Monica,8.75,8.2,245.0,0.23,0.29,0.01,0.1,0.63,God of War,,3.0
3646,Ape Escape 2,PS2,2002.0,Platform,Sony Computer Entertainment,2003-03-01,SCE Japan Studio,7.57,7.77,10.5,0.12,0.09,0.38,0.03,0.63,Ape Escape,,3.0
3647,Metroid Prime: Trilogy,Wii,2009.0,Shooter,Nintendo,2009-08-01,Retro Studios,8.55,8.95,73.0,0.43,0.05,0.0,0.14,0.63,,,8.0
3648,X-Man,2600,1982.0,Action,Universal Gamex,0000-01-00,,,,,0.58,0.04,0.0,0.01,0.63,,,1.0
3649,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009.0,Shooter,Activision,0000-01-00,Beenox Studio,5.0,4.5,2.0,0.34,0.23,0.0,0.06,0.63,TransFormers,,1.0
3650,Advance Wars: Days of Ruin,DS,,Strategy,Nintendo,2008-01-01,Intelligent Systems,8.3,8.15,74.0,0.44,0.13,0.0,0.06,0.63,Advance Wars,Nintendo,1.0
3651,The Sims 3: Generations,PC,2011.0,Simulation,Electronic Arts,2011-05-01,The Sims Studio,5.5,4.1,5.0,0.4,0.23,0.0,0.0,0.63,,,5.0
3652,The Crew,XOne,2014.0,Racing,Ubisoft,2014-12-01,Ubisoft Reflections,5.8,6.02,105.5,0.24,0.34,0.0,0.05,0.63,,,12.0
3654,Battle of Giants: Dragons,DS,2009.0,Strategy,Ubisoft,2009-09-01,Ubisoft Quebec,,6.2,,0.31,0.25,0.0,0.06,0.63,Combats de GǸants,,9.0
3655,Dragon Quest Monsters Joker 3,3DS,2016.0,Role-Playing,Square Enix,0000-01-00,,,,,0.0,0.0,0.63,0.0,0.63,,,1.0
3656,Sonic & All-Stars Racing Transformed,X360,2012.0,Racing,Sega,2012-11-01,Sumo Digital,7.57,8.0,112.5,0.2,0.37,0.0,0.06,0.63,Sonic,,11.0
3657,Shin Megami Tensei: Persona 3 FES,PS2,2007.0,Role-Playing,Tecmo Koei,2008-04-01,Atlus Co.,8.9,8.1,52.0,0.22,0.2,0.16,0.05,0.63,,Koei,4.0
3658,FIFA Soccer 2002,PS2,2001.0,Sports,Electronic Arts,2001-11-01,EA Sports,7.6,6.05,11.0,0.31,0.24,0.0,0.08,0.63,FIFA EA Sports,,11.0
3659,Shin Megami Tensei: Persona 3 Portable,PSP,2009.0,Role-Playing,Ghostlight,2010-07-01,Atlus,7.95,7.9,85.0,0.18,0.06,0.34,0.04,0.63,,Koei,7.0
3660,Final Fantasy VII International,PS,1997.0,Role-Playing,Square,0000-01-00,Squaresoft,,9.5,4.0,0.0,0.0,0.59,0.04,0.63,Final Fantasy,,1.0
3661,Tiger Woods PGA Tour 12: The Masters,X360,2011.0,Sports,Electronic Arts,2011-03-01,Electronic Arts,7.17,7.25,4.5,0.4,0.17,0.0,0.05,0.63,Tiger Woods,,3.0
3663,Okami,PS2,2006.0,Action,Capcom,2006-09-01,Clover Studio,9.03,8.95,419.0,0.11,0.03,0.15,0.34,0.63,Okami,,9.0
3664,NHL 2001,PS,2000.0,Sports,Electronic Arts,2000-09-01,Page 44 Studios,8.8,7.3,,0.35,0.24,0.0,0.04,0.63,,,9.0
3665,World of Zoo,Wii,2009.0,Simulation,THQ,2009-11-01,Blue Fang Games,3.5,6.53,3.5,0.41,0.16,0.0,0.05,0.63,,,11.0
3666,LEGO Jurassic World,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,2015-06-01,TT Games,7.25,7.35,13.0,0.35,0.22,0.0,0.06,0.63,,,6.0
3667,Wet,PS3,2009.0,Shooter,Bethesda Softworks,2009-09-01,Artificial Mind and Movement,5.83,6.15,71.5,0.22,0.27,0.01,0.11,0.63,WET,Namco Bandai Partners,9.0
3668,MySims Racing,DS,2009.0,Racing,Electronic Arts,2009-06-01,EA Games,5.57,6.63,13.5,0.26,0.29,0.0,0.07,0.63,Sim,,6.0
3669,Buzz Lightyear of Star Command,PS,2000.0,Platform,Activision,2000-09-01,Traveller's Tales,4.2,5.1,3.0,0.35,0.24,0.0,0.04,0.63,,,9.0
3670,Namco Museum,GC,2002.0,Misc,Namco Bandai Games,2002-10-01,Mass Media,6.2,8.1,,0.48,0.13,0.0,0.02,0.63,Namco Museum,,10.0
3671,Nobunaga no Yabou: Haouden,SNES,1993.0,Strategy,Tecmo Koei,0000-01-00,Koei,,,,0.3,0.0,0.32,0.0,0.62,"""Nobunaga's Ambition """,,1.0
3672,Virtua Cop,SAT,1995.0,Shooter,Sega,0000-01-00,Sega-AM2,2.0,9.0,1.0,0.0,0.0,0.62,0.0,0.62,Virtua Cop,,1.0
3673,Metal Gear Solid 2: Substance,XB,,Action,Konami Digital Entertainment,2002-11-01,KCEJ,8.7,8.4,,0.38,0.22,0.0,0.03,0.62,Metal Gear,,11.0
3674,Tony Hawk's American Wasteland,XB,2005.0,Sports,Activision,2005-10-01,Neversoft Entertainment,6.6,6.85,17.0,0.4,0.2,0.0,0.03,0.62,Tony Hawk,,10.0
3675,WWF in Your House,PS,1996.0,Fighting,Acclaim Entertainment,0000-01-00,Sculptured Software,,,,0.35,0.24,0.0,0.04,0.62,WWE,,1.0
3676,Prince of Persia: The Forgotten Sands,X360,2010.0,Action,Ubisoft,2010-05-01,Ubisoft Montreal,6.2,7.05,91.0,0.3,0.26,0.0,0.06,0.62,Prince of Persia,,5.0
3677,Vanquish,PS3,2010.0,Shooter,Sega,2010-10-01,PlatinumGames,8.13,8.32,248.0,0.21,0.22,0.11,0.09,0.62,,,10.0
3678,Wild ARMs 3,PS2,2002.0,Role-Playing,Ubisoft,2002-10-01,Media.Vision,7.4,7.85,36.0,0.16,0.13,0.29,0.04,0.62,Wild Arms,Ubisoft,10.0
3679,NBA ShootOut '97,PS,1997.0,Sports,Sony Computer Entertainment,0000-01-00,989 Studios �?tats-Unis,,,,0.35,0.24,0.0,0.04,0.62,NBA (Sony),,1.0
3680,Sacred 2: Fallen Angel,PS3,2009.0,Role-Playing,Deep Silver,2008-10-01,Ascaron Entertainment GmbH,7.5,6.98,104.5,0.22,0.23,0.08,0.09,0.62,Sacred,Deep Silver,10.0
3682,Madden NFL 07,GC,2006.0,Sports,Electronic Arts,2006-08-01,EA Tiburon,8.2,7.8,,0.48,0.13,0.0,0.02,0.62,Madden NFL,,8.0
3683,Far Cry 4,PC,2014.0,Shooter,Ubisoft,2014-11-01,Ubisoft Montreal,7.33,6.85,191.5,0.15,0.42,0.0,0.05,0.62,Far Cry,,11.0
3684,Battlezone,2600,1982.0,Shooter,Atari,0000-01-00,11 mai 2017,,,,0.58,0.03,0.0,0.01,0.62,,,1.0
3685,Tiger Woods PGA Tour 2004,XB,2003.0,Sports,Electronic Arts,2003-09-01,EA Sports,8.07,7.35,2.0,0.47,0.13,0.0,0.02,0.62,Tiger Woods,,9.0
3686,LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,Action,Disney Interactive Studios,2011-05-01,Traveller's Tales,5.55,6.85,36.0,0.29,0.28,0.0,0.06,0.62,Pirates des Cara��bes,,5.0
3687,Pro Evolution Soccer 2015,PS3,2014.0,Sports,Konami Digital Entertainment,2014-11-01,Konami,7.0,7.28,32.0,0.1,0.23,0.22,0.08,0.62,eFootball (Pro Evolution Soccer),,11.0
3688,Evolve,XOne,2015.0,Shooter,Take-Two Interactive,2015-02-01,Turtle Rock Studios,6.97,5.6,28.5,0.36,0.2,0.0,0.06,0.62,Evolve,,2.0
3689,Tak 2: The Staff of Dreams,PS2,2004.0,Platform,THQ,2004-10-01,Avalanche Software,6.05,5.65,2.0,0.3,0.24,0.0,0.08,0.62,Tak,,10.0
3690,Dead Island: Riptide,PS3,2013.0,Action,Deep Silver,2013-04-01,Techland,6.07,6.45,83.5,0.26,0.2,0.07,0.09,0.62,Dead Island,,4.0
3691,Warriors Orochi 3,PS3,2011.0,Action,Ubisoft Annecy,2012-04-01,Omega Force,6.5,7.72,25.0,0.0,0.04,0.57,0.01,0.62,Dynasty Warriors,,4.0
3692,Bolt,DS,2008.0,Adventure,Disney Interactive Studios,0000-01-00,,,,,0.35,0.21,0.0,0.06,0.62,,,1.0
3693,Viewtiful Joe,GC,2003.0,Action,Capcom,2003-10-01,Clover Studio,9.3,8.3,,0.38,0.1,0.12,0.02,0.62,Viewtiful Joe,,10.0
3694,The Urbz: Sims in the City,GBA,2004.0,Simulation,Electronic Arts,2004-11-01,Griptonite Games,5.6,7.25,13.0,0.37,0.22,0.0,0.03,0.62,,,11.0
3695,Beetle Adventure Racing!,N64,1999.0,Racing,Electronic Arts,1999-02-01,Paradigm Entertainment,9.0,7.15,10.0,0.4,0.2,0.0,0.02,0.62,,Electronic Arts,2.0
3696,FIFA Soccer,PSV,2012.0,Sports,Electronic Arts,2012-02-01,Electronic Arts,7.9,7.2,,0.17,0.34,0.02,0.09,0.62,FIFA EA Sports,,2.0
3697,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000.0,Platform,Eidos Interactive,2000-11-01,Toys for Bob,6.0,6.9,1.0,0.34,0.23,0.0,0.04,0.62,Les 101 Dalmatiens,Eidos Interactive,11.0
3698,Wipeout: The Game,DS,2010.0,Misc,Activision,2010-06-01,A.C.R.O.N.Y.M. Games,,,,0.58,0.0,0.0,0.04,0.62,Total DǸrapage,,6.0
3699,Strike Force Bowling,PS2,2004.0,Sports,Play It,2004-05-01,Lab Rats Games,4.8,6.8,,0.3,0.24,0.0,0.08,0.62,,,5.0
3700,SpongeBob's Atlantis SquarePantis,Wii,2007.0,Action,THQ,2007-11-01,THQ,2.0,4.9,,0.57,0.01,0.0,0.04,0.62,"""Bob l'Eponge """,,11.0
3701,Metal Gear Solid V: Ground Zeroes,PS3,2014.0,Action,Konami Digital Entertainment,2014-03-01,Kojima Productions,6.2,6.3,149.5,0.14,0.14,0.27,0.06,0.62,Metal Gear,,3.0
3703,Halloween,2600,1982.0,Action,Wizard Video Games,0000-01-00,,,,,0.58,0.03,0.0,0.01,0.62,,,1.0
3704,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011.0,Fighting,Namco Bandai Games,2011-10-01,Spike,5.43,5.15,211.5,0.27,0.18,0.09,0.08,0.62,Dragon Ball,Namco Bandai Partners,10.0
3706,WWE SmackDown vs. Raw 2010,PSP,2009.0,Fighting,THQ,2009-10-01,Yuke's,6.75,7.28,40.0,0.25,0.23,0.0,0.14,0.62,,,10.0
3707,Bass Landing,PS,1999.0,Sports,ASCII Entertainment,0000-01-00,ASCII Entertainment,,,,0.21,0.14,0.23,0.04,0.62,Bass Landing,,1.0
3708,XGRA: Extreme G-Racing Association,PS2,2004.0,Racing,Eidos Interactive,2003-10-01,Acclaim Studios Cheltenham,6.9,8.22,3.0,0.3,0.24,0.0,0.08,0.62,,,10.0
3709,Mario's Picross,GB,1995.0,Puzzle,Nintendo,0000-01-00,Nintendo,7.5,8.15,15.0,0.0,0.0,0.62,0.0,0.62,,,1.0
3710,Pac-Man Player's Choice Bundle,GC,2003.0,Misc,Namco Bandai Games,0000-01-00,Namco,4.0,7.0,38.0,0.48,0.12,0.0,0.02,0.62,,,1.0
3711,Rocksmith 2014,PS4,2014.0,Misc,Ubisoft,0000-01-00,Ubisoft San Francisco,,,,0.34,0.17,0.0,0.11,0.62,Rocksmith,,1.0
3712,Fighters MEGAMiX,SAT,1996.0,Fighting,Sega,0000-01-00,Sega-AM2,,7.4,7.0,0.0,0.0,0.62,0.0,0.62,,,1.0
3713,Bahamut Lagoon,SNES,1996.0,Role-Playing,SquareSoft,0000-01-00,Squaresoft,,8.0,16.0,0.0,0.0,0.62,0.0,0.62,,,1.0
3714,Wall-E,X360,2008.0,Platform,THQ,2008-07-01,Asobo Studio,5.25,5.78,3.5,0.29,0.26,0.0,0.07,0.62,Pixar,,7.0
3715,Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,Eidos Interactive,1998-11-01,Core Design Ltd.,,7.45,87.0,0.59,0.03,0.0,0.0,0.62,Tomb Raider,Eidos Interactive,11.0
3716,Toshochu: Run for Money,3DS,2012.0,Adventure,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.62,0.0,0.62,run for money,,1.0
3717,Dragon Quest Monsters: Joker 2 Professional,DS,2011.0,Role-Playing,Square Enix,0000-01-00,,,6.5,2.0,0.0,0.0,0.62,0.0,0.62,,,1.0
3718,NFL Quarterback Club 99,N64,1998.0,Sports,Acclaim Entertainment,0000-01-00,Iguana Entertainment,,4.0,1.0,0.59,0.02,0.0,0.0,0.62,NFL Quarterback Club,,1.0
3719,Super Robot Taisen �� Gaiden,PS,2001.0,Strategy,Banpresto,0000-01-00,Banpresto,,8.5,2.0,0.0,0.0,0.58,0.04,0.62,Super Robot Taisen,,1.0
3720,Formula 1: Championship Edition,PS3,2006.0,Racing,Sony Computer Entertainment,0000-01-00,Peakstar Software,,4.0,2.0,0.0,0.57,0.04,0.0,0.61,,,1.0
3721,Muramasa: The Demon Blade,Wii,2009.0,Role-Playing,Rising Star Games,2009-09-01,Vanillaware,8.05,8.15,298.0,0.33,0.13,0.11,0.04,0.61,,Namco Bandai Partners,9.0
3723,NBA 2K9,PS3,2008.0,Sports,Take-Two Interactive,2008-10-01,Visual Concepts,8.4,8.0,37.5,0.56,0.0,0.0,0.05,0.61,NBA 2K,,10.0
3724,SingStar Singalong With Disney,PS2,2008.0,Misc,Sony Computer Entertainment,0000-01-00,Team Soho,4.0,6.0,1.0,0.0,0.04,0.0,0.57,0.61,SingStar,Sony Interactive Entertainment Europe,1.0
3725,NHL 16,PS4,2015.0,Sports,Electronic Arts,2015-09-01,EA Sports,7.9,6.77,8.5,0.35,0.15,0.0,0.11,0.61,NHL EA Sports,,9.0
3726,Plants vs. Zombies: Garden Warfare,PS4,2014.0,Shooter,Electronic Arts,2014-02-01,PopCap,6.83,7.77,38.0,0.21,0.29,0.01,0.11,0.61,Plantes contre Zombies,,2.0
3727,NFL Fever 2003,XB,2002.0,Sports,Microsoft Game Studios,2002-08-01,Microsoft Game Studios,6.6,8.5,0.0,0.46,0.13,0.0,0.02,0.61,NFL Fever,,8.0
3728,Samurai Warriors 2,PS2,2006.0,Action,Tecmo Koei,2006-09-01,Omega Force,6.1,8.1,13.0,0.02,0.02,0.57,0.01,0.61,Samurai Warriors,,9.0
3729,Dynasty Warriors 8,PS3,2013.0,Action,Tecmo Koei,2013-07-01,Omega Force,6.27,7.73,44.5,0.12,0.11,0.34,0.05,0.61,Dynasty Warriors,,7.0
3730,Disney Sing It: Family Hits,Wii,2010.0,Misc,Disney Interactive Studios,2010-08-01,Disney Interactive Studios,,,,0.39,0.18,0.0,0.05,0.61,Sing It,,8.0
3731,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005.0,Misc,THQ,0000-01-00,,,,,0.44,0.16,0.0,0.01,0.61,,,1.0
3732,Robotech: Battlecry,PS2,2002.0,Shooter,TDK Mediactive,2003-01-01,Vicious Cycle,6.23,7.63,5.5,0.3,0.23,0.0,0.08,0.61,Robotech,,1.0
3734,Dora the Explorer: Super Spies,GBA,2004.0,Platform,Gotham Games,2004-10-01,Cinegroupe,,8.3,,0.44,0.16,0.0,0.01,0.61,,,10.0
3735,New Carnival Games,Wii,2010.0,Misc,Take-Two Interactive,2010-09-01,Cat Daddy Games,5.0,4.5,,0.35,0.21,0.0,0.05,0.61,,,9.0
3736,Tony Hawk: RIDE,X360,2009.0,Sports,Activision,2009-11-01,Robomodo,4.6,3.0,,0.46,0.1,0.0,0.05,0.61,Tony Hawk,,11.0
3737,Just Dance 2014,WiiU,2013.0,Misc,Ubisoft,2013-10-01,Ubisoft,7.4,7.73,17.5,0.33,0.23,0.0,0.05,0.61,Just Dance,,10.0
3738,Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,2011-11-01,Cooking Mama Limited,5.6,6.5,,0.5,0.07,0.0,0.04,0.61,,Digital Bros.,11.0
3739,Texas Hold 'Em Poker,GBA,2004.0,Misc,Majesco Entertainment,2004-11-01,Skyworks Technologies,4.9,6.7,7.0,0.44,0.16,0.0,0.01,0.61,,,11.0
3740,Time Crisis 3,PS2,2003.0,Shooter,Namco Bandai Games,2003-10-01,Namco,8.05,8.05,3.0,0.3,0.23,0.0,0.08,0.61,Time Crisis,,10.0
3741,Cabela's Monster Buck Hunter,Wii,2010.0,Sports,Activision,2010-03-01,FUN Labs,,8.0,,0.58,0.0,0.0,0.03,0.61,"""Cabela's """,,3.0
3742,Ganbaru Watashi no Kakei Diary,DS,2007.0,Misc,Nintendo,0000-01-00,,,,,0.0,0.0,0.61,0.0,0.61,,,1.0
3743,pro evolution soccer 2011,X360,2010.0,Sports,Konami Digital Entertainment,2010-09-01,Konami,7.63,6.55,132.5,0.09,0.44,0.0,0.07,0.61,eFootball (Pro Evolution Soccer),,9.0
3744,New Play Control! Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,2009-05-01,Nintendo,7.4,8.0,63.0,0.24,0.17,0.14,0.05,0.61,,,5.0
3745,Small Soldiers,PS,1998.0,Platform,Electronic Arts,0000-01-00,DreamWorks Interactive,,5.0,2.0,0.34,0.23,0.0,0.04,0.61,Small Soldiers,,1.0
3746,Yakuza: Dead Souls,PS3,2011.0,Shooter,Sega,2012-03-01,Ryu ga Gotoku Studios,5.7,6.8,19.0,0.09,0.07,0.42,0.03,0.61,Yakuza,,3.0
3748,Littlest Pet Shop: Garden,DS,2008.0,Simulation,Electronic Arts,2008-10-01,Electronic Arts,3.0,,,0.31,0.24,0.0,0.06,0.61,Littlest Pet Shop,,10.0
3749,Half-Life 2,XB,2005.0,Shooter,Electronic Arts,2005-11-01,Valve Software,8.5,8.4,256.0,0.37,0.21,0.0,0.03,0.61,Half-Life,Vivendi Games,11.0
3750,Duke Nukem: Total Meltdown,PS,1997.0,Shooter,GT Interactive,0000-01-00,3D Realms,7.0,7.8,124.0,0.34,0.23,0.0,0.04,0.61,Duke Nukem,,1.0
3751,Pac-Man Party,Wii,2010.0,Misc,Namco Bandai Games,2010-11-01,TOSE,5.9,6.8,2.0,0.47,0.09,0.01,0.04,0.61,Pac-Man,,11.0
3752,Jak and Daxter: The Lost Frontier,PSP,2009.0,Platform,Sony Computer Entertainment,2009-11-01,High Impact Games,5.37,6.63,59.0,0.18,0.27,0.0,0.15,0.61,Jak and Daxter,,11.0
3754,Major League Baseball 2K8,X360,2008.0,Sports,Bethesda Softworks,2008-03-01,Kush Games,7.0,5.9,,0.56,0.0,0.0,0.05,0.61,Major League Baseball 2K,,3.0
3755,SimCity DS,DS,2007.0,Simulation,Electronic Arts,2007-06-01,Aki Corp.,6.45,5.95,6.0,0.33,0.03,0.21,0.03,0.61,Sim,,6.0
3756,Major League Baseball 2K9,X360,2009.0,Sports,Spike,2009-03-01,2K Sports,6.4,5.3,,0.56,0.0,0.0,0.05,0.61,Major League Baseball 2K,,3.0
3757,Petz: Dogz Pack,DS,2008.0,Simulation,Ubisoft,2008-11-01,Ubisoft,,,,0.56,0.0,0.0,0.05,0.61,Petz,,11.0
3758,Split/Second,X360,2010.0,Racing,Disney Interactive Studios,2010-05-01,Black Rock Studio,7.1,7.6,63.0,0.32,0.23,0.0,0.06,0.61,,,5.0
3759,Final Fantasy IV Advance,GBA,2005.0,Role-Playing,Nintendo,2005-12-01,TOSE,7.25,8.05,158.0,0.27,0.1,0.22,0.01,0.61,Final Fantasy,,12.0
3760,Madden NFL 2003,GBA,2002.0,Sports,Electronic Arts,2002-09-01,BudCat,8.03,8.15,0.5,0.44,0.16,0.0,0.01,0.61,Madden NFL,,9.0
3761,Tomb Raider Chronicles,PS,1999.0,Action,Eidos Interactive,0000-01-00,Core Design,5.0,5.5,36.0,0.34,0.23,0.0,0.04,0.61,Tomb Raider,,1.0
3762,Harry Potter and the Goblet of Fire,GBA,2005.0,Action,Electronic Arts,2005-11-01,Magic Pockets,6.55,5.3,19.0,0.44,0.16,0.0,0.01,0.61,Harry Potter,,11.0
3763,Dragon Ball Z: Buu's Fury,GBA,2004.0,Action,Atari,2004-09-01,Webfoot Technologies,6.2,8.6,,0.44,0.16,0.0,0.01,0.61,Dragon Ball,,9.0
