,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_noteUsers,GK_nbAvis,GK_noteGK,GK_licence,GK_dateTestGK,GK_distributeur,GK_developpeur,GK_frenchName,Name_alphanum,JV_Name,JV_plateforms,JV_reviews,JV_launch_year,JV_launch_date,JV_journalist_rate,JV_players_rates,JV_Name_alphanum
858,Donkey Kong,GB,1994.0,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,,,,,,,Retro Studios,Donkey Kong Country : Tropical Freeze,donkeykong,Donkey Kong,GB,24 avis,1983,,7.0,8.65,donkeykong
860,Donkey Kong,GB,1994.0,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,,,,,,,Retro Studios,Donkey Kong,donkeykong,Donkey Kong,GB,24 avis,1983,,7.0,8.65,donkeykong
861,The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,5.4,5.0,5,,,,Maxis,,thesimsvacation,,,,,,,,
863,Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,7.9,389.0,8.0,Mass Effect,2012-11-30,,BioWare Edmonton,Mass Effect 3,masseffect3,Mass Effect 3,X360,529 avis,2012,2012-03-01,9.0,8.85,masseffect3
864,Kung Fu Panda,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.05,6.0,20.0,5.0,Kung Fu Panda,2008-07-03,,Beenox Studio,Kung Fu Panda,kungfupanda,,,,,,,,
866,Far Cry 3,X360,2012.0,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,7.8,322.0,8.0,Far Cry,2012-11-21,,Ubisoft,Far Cry 3,farcry3,Far Cry 3,X360,969 avis,2012,2012-11-01,9.0,8.5,farcry3
867,Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,6.5,49.0,6.0,Mickey Mouse,2010-11-26,,Junction Point Studios,Epic Mickey,epicmickey,,,,,,,,
869,Saints Row 2,X360,2008.0,Action,THQ,1.94,0.8,0.02,0.27,3.03,6.9,75.0,6.666666666666667,Saints Row,2008-10-20,,Volition,Saints Row 2,saintsrow2,Saints Row 2,X360,468 avis,2008,2008-10-01,7.5,7.15,saintsrow2
870,Rayman,PS,1995.0,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,7.9,153.0,8.0,Rayman,2001-06-15,,,,rayman,,,,,,,,
871,Rayman,PS,1995.0,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,7.9,153.0,8.0,Rayman,2001-06-15,,,Rayman,rayman,,,,,,,,
872,Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,7.2,233.0,8.0,Killzone,2009-02-25,,Guerrilla,Killzone 2,killzone2,,,,,,,,
873,Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,8.0,190.0,9,,,,Ubisoft Montréal,,tomclancyssplintercell,,,,,,,,
874,Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,8.1,8.0,,Punch-Out ,,,Nintendo,,miketysonspunchout,,,,,,,,
875,WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,THQ,1.45,1.13,0.07,0.38,3.02,6.5,2.0,,,,,,WWE SmackDown ! Shut Your Mouth,wwesmackdownshutyourmouth,,,,,,,,
876,Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,7.4,36.0,7.0,Gears of War,2015-08-28,,Splash Damage,Gears of War : Ultimate Edition,gearsofwarultimateedition,,,,,,,,
877,Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,7.4,36.0,7.0,Gears of War,2015-08-28,,Splash Damage,Gears of War: Ultimate Edition,gearsofwarultimateedition,,,,,,,,
882,NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0,7.7,29.0,7.0,NBA 2K,2012-10-05,,Visual Concepts,NBA 2K13,nba2k13,NBA 2K13,X360,126 avis,2012,2012-10-01,8.0,8.6,nba2k13
884,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,7.7,96.0,7.0,Dragon Ball,2007-11-09,Atari,Spike,Dragon Ball Z : Budokai Tenkaichi 3,dragonballzbudokaitenkaichi3,Dragon Ball Z : Budokai Tenkaichi 3,PS2,681 avis,2007,2007-11-01,8.0,8.75,dragonballzbudokaitenkaichi3
886,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,7.7,96.0,7.0,Dragon Ball,2007-11-09,Atari,Spike,Dragon Ball Z: Budokai Tenkaichi 3,dragonballzbudokaitenkaichi3,Dragon Ball Z : Budokai Tenkaichi 3,PS2,681 avis,2007,2007-11-01,8.0,8.75,dragonballzbudokaitenkaichi3
888,wwe Smackdown vs. Raw 2006,PS2,,Fighting,,1.57,1.02,0.0,0.41,3.0,5.5,2.0,6,,,,"""Yuke's Media Creation""",,wwesmackdownvsraw2006,WWE Smackdown! vs Raw 2006,PS2,71 avis,2005,2005-11-01,7.5,8.4,wwesmackdownvsraw2006
889,Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99,7.2,121.0,7,Le Seigneur des Anneaux ,,,Monolith Productions,,middleearthshadowofmordor,,,,,,,,
890,Star Fox,SNES,1993.0,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99,,,5,Star Fox ,,,PlatinumGames,Star Fox Zero,starfox,,,,,,,,
891,The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,5.3,4.0,4,,,,Maxis,,thesimslivinlarge,,,,,,,,
892,World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,,,,eFootball (Pro Evolution Soccer) ,,,KCET,,worldsoccerwinningeleven6international,,,,,,,,
894,Devil May Cry,PS2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99,8.2,156.0,9.0,Devil May Cry,2001-12-12,,Capcom,Devil May Cry 5,devilmaycry,Devil May Cry,PS2,307 avis,2001,2001-12-01,8.5,0.0,devilmaycry
896,Devil May Cry,PS2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99,8.2,156.0,9.0,Devil May Cry,2001-12-12,,Capcom,Devil May Cry,devilmaycry,Devil May Cry,PS2,307 avis,2001,2001-12-01,8.5,0.0,devilmaycry
897,Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98,5.9,9.0,4.0,Animal Crossing,2015-09-25,,,Animal Crossing : Happy Home Designer,animalcrossinghappyhomedesigner,,,,,,,,
898,Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98,5.9,9.0,4.0,Animal Crossing,2015-09-25,,,Animal Crossing: Happy Home Designer,animalcrossinghappyhomedesigner,,,,,,,,
901,Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,7.5,210.0,8.0,Battlefield,2010-03-03,,DICE,Battlefield : Bad Company 2,battlefieldbadcompany2,Battlefield : Bad Company 2,PS3,1 196 avis,2010,2010-03-01,8.5,8.85,battlefieldbadcompany2
904,Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,7.5,210.0,8.0,Battlefield,2010-03-03,,DICE,Battlefield: Bad Company 2,battlefieldbadcompany2,Battlefield : Bad Company 2,PS3,1 196 avis,2010,2010-03-01,8.5,8.85,battlefieldbadcompany2
905,The Sims 4,PC,2014.0,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,5.1,24.0,4,Les Sims ,,,Maxis,,thesims4,,,,,,,,
906,Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97,6.7,85.0,,Star Wars : Knights of the Old Republic (KOTOR),2011-12-20,,BioWare Edmonton,Star Wars : The Old Republic,starwarstheoldrepublic,Star Wars : The Old Republic,PC,1 077 avis,2011,2011-12-01,8.5,0.0,starwarstheoldrepublic
907,Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97,6.7,85.0,,Star Wars : Knights of the Old Republic (KOTOR),2011-12-20,,BioWare Edmonton,Star Wars: The Old Republic,starwarstheoldrepublic,Star Wars : The Old Republic,PC,1 077 avis,2011,2011-12-01,8.5,0.0,starwarstheoldrepublic
910,Sonic Heroes,PS2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96,5.9,55.0,5.0,Sonic,2004-02-20,,Sonic Team,Sonic Heroes,sonicheroes,Sonic Heroes,PS2,140 avis,2004,2004-02-01,7.0,0.0,sonicheroes
911,Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96,7.2,32.0,8,Kirby ,,,HAL Laboratory,,kirbysuperstarultra,,,,,,,,
914,Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,7.9,67.0,8,Hitman ,,,IO Interactive,,hitman2silentassassin,Hitman 2 : Silent Assassin,PS2,86 avis,2002,2002-10-01,8.5,8.85,hitman2silentassassin
916,Street Fighter IV,X360,2009.0,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95,8.1,243.0,9.0,Street Fighter,2009-02-20,Digital Bros.,Capcom,Street Fighter IV,streetfighteriv,Street Fighter IV,X360,248 avis,2009,2009-02-01,9.0,7.9,streetfighteriv
918,Wave Race 64,N64,1996.0,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,7.5,60.0,,Wave Race ,,,Nintendo,,waverace64,Wave Race 64,N64,53 avis,1997,1997-09-01,8.5,8.45,waverace64
919,SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,7.3,3.0,6,SOCOM ,,Sony Interactive Entertainment,Zipper Interactive,,socomiiusnavyseals,,,,,,,,
921,WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,5.5,2.0,6,,,,"""Yuke's Media Creation""",,wwesmackdownvsraw2006,WWE Smackdown! vs Raw 2006,PS2,71 avis,2005,2005-11-01,7.5,8.4,wwesmackdownvsraw2006
922,inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94,7.2,259.0,7,inFamous ,,,Sucker Punch,,infamous,,,,,,,,
923,Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,0.0,0.0,2.0,Pac-Man,2001-12-11,,Mass Media,Pac-Man Collection,pacmancollection,Pac-Man Collection,GBA,7 avis,2001,2001-12-01,6.5,5.7,pacmancollection
925,Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93,8.2,469.0,8.0,Mass Effect,2007-11-22,Xbox Game Studios,BioWare Edmonton,Mass Effect,masseffect,Mass Effect,X360,815 avis,2007,2007-11-01,9.0,8.7,masseffect
926,WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92,6.5,53.0,6,,,,Intelligent Systems,,wariowaresmoothmoves,,,,,,,,
927,Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91,4.4,8.0,5,,,Digital Bros.,Office Create,,cookingmamacookoff,,,,,,,,
928,Super Mario World 2: Yoshi's Island,GBA,2002.0,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91,8.8,191.0,9,,,Nintendo,Nintendo,,supermarioworld2yoshisisland,,,,,,,,
932,FIFA 14,PS4,2013.0,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9,6.9,102.0,7.5,FIFA EA Sports,2013-09-23,,EA Canada,FIFA 14,fifa14,FIFA 14,PS4,429 avis,2013,2013-09-01,8.5,7.0,fifa14
934,Titanfall,XOne,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9,7.2,77.0,7.0,Titanfall,2014-04-10,,Bluepoint Games,Titanfall,titanfall,Titanfall,XOne,432 avis,2014,2014-03-01,7.5,7.75,titanfall
935,Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9,6.9,34.0,6.0,Sonic,2005-02-02,,Sega,Sonic Mega Collection Plus,sonicmegacollectionplus,,,,,,,,
937,Sega Superstars Tennis,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.9,5.8,24.0,5.0,,2008-04-03,,Sumo Digital,Sega Superstars Tennis,segasuperstarstennis,Sega Superstars Tennis,X360,69 avis,2008,2008-03-01,6.5,6.05,segasuperstarstennis
938,World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,7.0,1.0,8,eFootball (Pro Evolution Soccer) ,,,KCET,,worldsoccerwinningeleven7international,,,,,,,,
941,Need for Speed: Most Wanted,PS3,2012.0,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89,6.5,94.0,6,Need For Speed ,,,Criterion Games,,needforspeedmostwanted,Need for Speed : Most Wanted,PS3,24 avis,2005,2005-11-01,7.5,8.5,needforspeedmostwanted
942,Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,,,,,,,Clap Hanz,,hotshotsgolf3,,,,,,,,
943,Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,6.3,18.0,5,Call of Duty ,,Activision,Spark Unlimited,,callofdutyfinesthour,,,,,,,,
944,Zumba Fitness 2,Wii,2011.0,Sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88,,,,Zumba Fitness ,,,Zoë Mode,,zumbafitness2,Zumba Fitness 2,Wii,6 avis,2012,2012-02-01,5.5,6.15,zumbafitness2
945,Syphon Filter,PS,1999.0,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,,,5,,,,,,syphonfilter,,,,,,,,
946,Imagine: Babyz,DS,2007.0,Simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88,,,,Léa Passion ,,,Visual Impact,,imaginebabyz,,,,,,,,
947,Colin McRae Rally,PS,1998.0,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87,7.3,33.0,,Colin McRae ,,,Codemasters,,colinmcraerally,,,,,,,,
950,Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,1.87,0.77,0.0,0.22,2.86,5.7,103.0,6.0,Call of Duty,2013-11-05,,Infinity Ward,Call of Duty : Ghosts,callofdutyghosts,Call of Duty : Ghosts,XOne,235 avis,2013,2013-11-01,7.5,4.45,callofdutyghosts
953,Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,1.87,0.77,0.0,0.22,2.86,5.7,103.0,6.0,Call of Duty,2013-11-05,,Infinity Ward,Call of Duty: Ghosts,callofdutyghosts,Call of Duty : Ghosts,XOne,235 avis,2013,2013-11-01,7.5,4.45,callofdutyghosts
955,Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86,7.5,4.0,,Madden NFL ,,,EA Tiburon,,maddennfl13,Madden NFL 13,X360,34 avis,2012,2012-08-01,8.0,7.95,maddennfl13
956,The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,8.6,125.0,8.5,The Elder Scrolls,2002-05-20,,Bethesda Softworks,The Elder Scrolls III : Morrowind,theelderscrollsiiimorrowind,,,,,,,,
957,The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,8.6,125.0,8.5,The Elder Scrolls,2002-05-20,,Bethesda Softworks,The Elder Scrolls III: Morrowind,theelderscrollsiiimorrowind,,,,,,,,
959,Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85,7.5,117.0,7.0,Mortal Kombat,2012-05-03,,,,mortalkombat,Mortal Kombat,PS3,0 avis,2011,2011-04-01,8.5,0.0,mortalkombat
961,Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85,7.5,117.0,7.0,Mortal Kombat,2012-05-03,,,Mortal Kombat,mortalkombat,Mortal Kombat,PS3,0 avis,2011,2011-04-01,8.5,0.0,mortalkombat
962,F-Zero,SNES,1990.0,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85,,,5,F-Zero ,,,Amusement Vision,F-Zero GX,fzero,F-Zero,SNES,52 avis,1992,1992-06-01,8.5,8.65,fzero
963,Yoshi's Story,N64,1997.0,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85,6.8,47.0,,,,,Nintendo,,yoshisstory,Yoshi's Story,N64,48 avis,1998,1998-05-01,8.0,7.65,yoshisstory
964,Command & Conquer: Red Alert,PC,1996.0,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85,6.8,52.0,7,,,,Electronic Arts,,commandconquerredalert,,,,,,,,
966,Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,1.4,1.14,0.0,0.31,2.85,6.3,12.0,,,,,Toys for Bob,,skylandersspyrosadventure,Skylanders : Spyro's Adventure,Wii,135 avis,2011,2011-10-01,7.5,6.75,skylandersspyrosadventure
967,FIFA 16,PS3,2015.0,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85,7.0,57.0,8.0,FIFA EA Sports,2015-09-22,,,FIFA 16,fifa16,FIFA 16,PS3,27 avis,2015,2015-09-01,8.0,4.45,fifa16
969,Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84,7.6,326.0,8.0,Assassin's Creed,2010-11-18,,Ubisoft Montréal,Assassin's Creed : Brotherhood,assassinscreedbrotherhood,Assassin's Creed : Brotherhood,PS3,1 918 avis,2010,2010-11-01,9.0,8.85,assassinscreedbrotherhood
971,Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84,7.6,326.0,8.0,Assassin's Creed,2010-11-18,,Ubisoft Montréal,Assassin's Creed: Brotherhood,assassinscreedbrotherhood,Assassin's Creed : Brotherhood,PS3,1 918 avis,2010,2010-11-01,9.0,8.85,assassinscreedbrotherhood
973,BioShock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83,8.4,583.0,9.0,BioShock,2007-08-29,,Irrational Games,BioShock,bioshock,Bioshock,X360,911 avis,2007,2007-08-01,9.5,9.2,bioshock
974,Madden NFL 10,X360,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,7.0,6.0,7.0,Madden NFL,2009-09-17,,,Madden NFL 10,maddennfl10,Madden NFL 10,X360,26 avis,2009,2009-09-01,8.5,8.85,maddennfl10
975,Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83,5.8,61.0,6.0,Medal of Honor,2010-10-15,,EA Los Angeles,Medal of Honor,medalofhonor,Medal of Honor,PS3,690 avis,2010,2010-10-01,7.0,0.0,medalofhonor
976,WWE SmackDown! vs. Raw,PS2,2002.0,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,6.8,4.0,6,,,,"""Yuke's Media Creation""",,wwesmackdownvsraw,,,,,,,,
977,Metroid Prime,GC,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,,,,,,,Retro Studios,Metroid Prime,metroidprime,,,,,,,,
978,Finding Nemo,GBA,2003.0,Action,THQ,1.59,1.05,0.04,0.14,2.82,5.5,4.0,4,,,,"""Traveller's Tales""",,findingnemo,,,,,,,,
983,Myst,PC,1994.0,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81,7.6,42.0,4.5,Myst,2007-12-10,,Cyan,Myst,myst,Myst,PC,39 avis,1993,,9.5,8.15,myst
985,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81,7.2,120.0,7.0,Need For Speed,2011-04-29,,Criterion Games,Need for Speed : Hot Pursuit,needforspeedhotpursuit,Need for Speed : Hot Pursuit,PS3,672 avis,2010,2010-11-01,8.5,8.15,needforspeedhotpursuit
987,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81,7.2,120.0,7.0,Need For Speed,2011-04-29,,Criterion Games,Need for Speed: Hot Pursuit,needforspeedhotpursuit,Need for Speed : Hot Pursuit,PS3,672 avis,2010,2010-11-01,8.5,8.15,needforspeedhotpursuit
988,Imagine: Fashion Designer,DS,2007.0,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81,,,,Léa Passion ,,,Virtual Toys,,imaginefashiondesigner,,,,,,,,
989,WWE SmackDown! Here Comes the Pain,PS2,2003.0,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,8.2,5.0,7,,,,"""Yuke's Media Creation""",,wwesmackdownherecomesthepain,,,,,,,,
990,Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,1.74,0.8,0.0,0.26,2.8,6.7,107.0,5,Star Wars ,,Activision,,Star Wars : Le Pouvoir de la Force,starwarstheforceunleashed,,,,,,,,
991,Yoshi's Island DS,DS,2006.0,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8,7.1,63.0,8.0,Mario,2006-12-01,,Artoon,Yoshi's Island DS,yoshisislandds,Yoshi's Island DS,DS,190 avis,2006,2006-12-01,8.0,0.0,yoshisislandds
992,Hot Shots Golf,PS,1997.0,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79,,,,,,,Clap Hanz,,hotshotsgolf,,,,,,,,
993,Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79,7.2,153.0,7.0,Killzone,2011-02-17,,Guerrilla,Killzone 3,killzone3,,,,,,,,
994,A Bug's Life,PS,1998.0,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79,6.0,1.0,,,,,,A Bug's Life : Atelier de Jeux,abugslife,,,,,,,,
995,WWF SmackDown! Just Bring It,PS2,2001.0,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,,,,,,,Jakks Interactive,,wwfsmackdownjustbringit,,,,,,,,
996,Dragon Quest V: Tenkuu no Hanayome,SNES,1992.0,Role-Playing,Enix Corporation,0.0,0.0,2.78,0.01,2.79,8.1,103.0,8,Dragon Quest ,,Ubisoft,ArtePiazza,,dragonquestvtenkuunohanayome,,,,,,,,
997,Mortal Kombat Trilogy,PS,1996.0,Fighting,GT Interactive,1.98,0.7,0.0,0.11,2.79,7.2,9.0,,Mortal Kombat ,,,Midway Games,,mortalkombattrilogy,,,,,,,,
999,Battlefield 3,PC,2011.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.48,2.79,7.5,297.0,8.0,Battlefield,2011-10-28,,DICE,Battlefield 3,battlefield3,Battlefield 3,PC,2 735 avis,2011,2011-10-01,8.0,8.5,battlefield3
1000,NBA Street,PS2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,8.0,3.0,8.0,NBA Street,2001-07-05,,,,nbastreet,NBA Street,PS2,51 avis,2001,2001-07-01,8.0,8.9,nbastreet
1001,NBA Street,PS2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,8.0,3.0,8.0,NBA Street,2001-07-05,,,NBA Street,nbastreet,NBA Street,PS2,51 avis,2001,2001-07-01,8.0,8.9,nbastreet
1002,Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79,7.3,50.0,7,Professeur Layton ,,,Level-5,,professorlaytonandthelastspecter,,,,,,,,
1003,Monster Hunter Tri,3DS,2011.0,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79,7.8,53.0,6,Monster Hunter ,,Nintendo,Capcom,,monsterhuntertri,,,,,,,,
1004,Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,7.2,60.0,7,Jak and Daxter ,,,Naughty Dog,,jakii,,,,,,,,
1005,inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78,7.3,174.0,7,inFamous ,,,Sucker Punch,,infamoussecondson,,,,,,,,
1006,Ratchet & Clank: Going Commando,PS2,2003.0,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,8.3,32.0,8,Ratchet & Clank ,,,Insomniac Games,,ratchetclankgoingcommando,,,,,,,,
1009,Tekken 6,PS3,2009.0,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78,6.9,92.0,7.0,Tekken,2009-10-30,Atari,,Tekken 6,tekken6,Tekken 6,PS3,545 avis,2009,2009-10-01,8.5,8.0,tekken6
1010,The Sims,PS2,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,5.1,24.0,4,Les Sims ,,,Maxis,,thesims,,,,,,,,
1011,Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,1.24,1.2,0.04,0.3,2.77,6.2,44.0,7.0,Sonic,2007-03-02,,,Sonic and the Secret Rings,sonicandthesecretrings,,,,,,,,
1014,Saints Row: The Third,X360,2011.0,Action,THQ,1.25,1.15,0.07,0.3,2.77,7.2,169.0,7.0,Saints Row,2011-11-15,,Volition,Saints Row : The Third,saintsrowthethird,Saints Row : The Third,X360,645 avis,2011,2011-11-01,7.5,8.25,saintsrowthethird
1017,Saints Row: The Third,X360,2011.0,Action,THQ,1.25,1.15,0.07,0.3,2.77,7.2,169.0,7.0,Saints Row,2011-11-15,,Volition,Saints Row: The Third,saintsrowthethird,Saints Row : The Third,X360,645 avis,2011,2011-11-01,7.5,8.25,saintsrowthethird
1018,Missile Command,2600,1980.0,Shooter,Atari,2.56,0.17,0.0,0.03,2.76,,,,Missile Command ,,,Griptonite Games,,missilecommand,,,,,,,,
1019,Mario Paint,SNES,1992.0,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75,6.7,23.0,,Mario ,,,Intelligent Systems,,mariopaint,,,,,,,,
1023,Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74,7.4,295.0,7.0,Assassin's Creed,2013-11-29,,Ubisoft,Assassin's Creed IV : Black Flag,assassinscreedivblackflag,Assassin's Creed IV : Black Flag,PS4,421 avis,2013,2013-10-01,8.0,8.25,assassinscreedivblackflag
1027,Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74,7.4,295.0,7.0,Assassin's Creed,2013-11-29,,Ubisoft,Assassin's Creed IV: Black Flag,assassinscreedivblackflag,Assassin's Creed IV : Black Flag,PS4,421 avis,2013,2013-10-01,8.0,8.25,assassinscreedivblackflag
1028,Pokémon Stadium 2,N64,2000.0,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73,7.1,28.0,,Pokémon ,,,HAL Laboratory,,pokémonstadium2,,,,,,,,
1029,Metroid,NES,1986.0,Action,Nintendo,1.33,0.31,1.04,0.05,2.73,7.5,58.0,4.0,Metroid,2005-01-17,,,,metroid,,,,,,,,
