,Name,Platform,Year,Genre,Publisher,Studio,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,Mois,Date_Sortie,RM_Publisher,RM_Publisher_score,RM_Publisher_rate,RM_Publisher_reviews,RM_Studio,RM_Studio_score,RM_Studio_rate,RM_Studio_reviews,RM_Licence,RM_Licence_score,RM_Licence_rate,RM_Licence_reviews,is_serie,is_top_serie,is_top_studio,is_e3,is_launch_plateform_associated
3545,RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,Digital Illusions,0.39,0.16,0.0,0.02,0.57,RalliSport Challenge,3,2002-03-01,0.13,5.55,5.6,16.0,0.36,4.95,4.6,16.0,0.01,8.0,7.8,16.0,0,0,0,0,1
3546,Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,Capcom,0.19,0.15,0.17,0.05,0.57,Resident Evil,4,2004-04-01,0.15,6.7,7.55,17.0,0.15,6.7,7.55,17.0,0.35,6.25,6.65,8.0,1,1,1,0,0
3547,Bob the Builder: Can We Fix It?,PS,2000,Action,THQ,Steel Monkeys,0.31,0.21,0.0,0.04,0.57,Bob le Bricoleur,1,2000-01-01,3.58,6.7,6.7,3.0,3.58,6.7,6.7,3.0,3.58,6.7,6.7,3.0,0,0,0,0,0
3548,XIII,PS2,2003,Shooter,Ubisoft,Ubisoft Paris,0.28,0.22,0.0,0.07,0.57,XIII,11,2003-11-01,0.94,9.1,8.05,198.0,0.94,9.1,8.05,198.0,0.94,9.1,8.05,198.0,1,0,1,0,0
3549,NHL 14,PS3,2013,Sports,Electronic Arts,Electronic Arts,0.28,0.19,0.0,0.09,0.57,NHL EA Sports,9,2013-09-01,2.9,8.23,6.73,265.5,0.29,7.9,5.9,136.0,0.7,8.2,7.6,27.0,1,0,0,1,0
3550,LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,TT Fusion,0.4,0.12,0.0,0.05,0.57,LEGO,11,2009-11-01,0.11,5.3,5.15,2.0,1.21,5.95,6.4,13.0,1.31,5.75,8.6,0.0,0,0,0,0,0
3551,Bolt,Wii,2008,Adventure,Disney Interactive Studios,Avalanche Software,0.19,0.31,0.0,0.06,0.57,Bolt,11,2008-11-01,3.16,5.9,8.1,2.0,0.04,5.9,5.0,2.0,0.04,5.9,5.0,2.0,0,0,0,0,0
3552,Top Spin 3,X360,2008,Action,Take-Two Interactive,Pam Development,0.09,0.4,0.0,0.07,0.57,Top Spin,6,2008-06-01,0.58,7.1,6.03,68.0,0.58,7.1,6.03,68.0,0.58,7.1,6.03,68.0,0,0,0,0,0
3553,Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,Ubisoft Romania,0.21,0.22,0.05,0.09,0.57,Tom Clancy,3,2009-03-01,0.04,6.4,6.92,10.5,0.14,6.4,6.92,10.5,0.09,6.69,7.08,7.0,1,0,1,0,0
3554,LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,TT Games,0.24,0.28,0.0,0.05,0.56,LEGO,9,2015-09-01,0.04,7.35,7.37,22.0,0.41,7.5,7.23,10.0,0.21,7.5,7.0,1.0,0,0,0,0,0
3555,Breath of Fire IV,PS,2000,Role-Playing,Capcom,Capcom,0.11,0.08,0.34,0.04,0.56,Breath of Fire,11,2000-11-01,0.07,7.5,7.15,3.0,1.21,7.8,8.0,32.0,0.36,8.5,7.88,17.5,1,0,1,0,0
3556,True Crime: Streets of LA,GC,2003,Action,Activision,Exakt,0.44,0.11,0.0,0.02,0.56,True Crime,11,2003-11-01,1.38,6.35,7.1,30.0,1.12,4.07,6.95,2.5,3.27,6.73,7.17,57.5,0,0,0,0,0
3557,Odin Sphere,PS2,2007,Role-Playing,Square Enix,Vanilla Ware,0.23,0.18,0.09,0.06,0.56,Odin Sphere,5,2007-05-01,0.67,7.35,6.9,28.0,0.67,7.35,6.9,28.0,0.67,7.35,6.9,28.0,0,0,0,0,0
3558,Donkey Kong Jungle Climber,DS,2007,Platform,Nintendo,PAON Corporation,0.26,0.04,0.24,0.03,0.56,Donkey Kong,1,2007-01-01,0.73,7.93,5.7,3.0,0.73,7.93,5.7,3.0,2.04,7.93,8.67,135.0,1,1,0,0,1
3559,The Incredible Hulk,GBA,2003,Action,Universal Interactive,Probe Software,0.4,0.15,0.0,0.01,0.56,The Incredible Hulk,1,2003-01-01,0.71,4.8,5.1,13.0,0.24,4.8,5.8,13.0,0.24,4.8,5.8,13.0,0,0,0,0,0
3560,Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,Zoo Digital Publishing,Full-Fat,0.4,0.15,0.0,0.01,0.56,Pac-Man,9,2004-09-01,0.06,6.0,8.7,19.5,0.11,7.35,6.75,19.5,0.28,5.4,6.9,19.5,0,0,0,0,0
3561,Arena Football,PS2,2006,Sports,Electronic Arts,EA Tiburon,0.28,0.22,0.0,0.07,0.56,Arena Football,2,2006-02-01,0.01,4.0,6.1,10.0,0.75,7.48,7.4,6.5,0.75,7.48,7.4,6.5,0,0,1,0,0
3562,The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,Griptonite Games,0.4,0.15,0.0,0.01,0.56,Le Seigneur des Anneaux,11,2003-11-01,0.79,7.6,7.3,20.0,0.23,7.6,7.3,20.0,1.14,7.7,7.55,80.0,0,0,0,0,0
3563,NHL Hitz 20-02,PS2,2001,Sports,Midway Games,Black Box,0.28,0.22,0.0,0.07,0.56,NHL Hitz 20-02,3,2001-03-01,0.24,7.47,6.35,8.0,0.81,7.3,7.1,8.0,0.81,7.3,7.1,8.0,1,0,0,0,1
3564,Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,Nintendo,0.31,0.11,0.13,0.01,0.56,Classic NES Series: Dr. Mario,10,2004-10-01,0.7,7.3,7.45,97.0,1.2,9.0,9.0,97.0,1.2,9.0,9.0,97.0,0,0,1,0,0
3565,The Sims: Bustin' Out,XB,2003,Simulation,Electronic Arts,Maxis,0.4,0.14,0.0,0.02,0.56,The Sims: Bustin' Out,12,2003-12-01,2.43,8.1,8.4,,2.43,8.1,8.4,,2.43,8.1,8.4,,0,0,0,0,0
3566,NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,EA Canada,0.28,0.22,0.0,0.07,0.56,NCAA March Madness 07,1,2007-01-01,0.8,5.35,6.8,10.0,1.29,7.03,7.23,64.0,1.29,7.03,7.23,64.0,0,0,1,0,0
3567,"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,Artificial Mind and Movement,0.31,0.21,0.0,0.04,0.56,"Monsters, Inc. Scream Team",10,2001-10-01,0.47,9.0,8.65,234.0,0.21,7.2,7.6,4.0,0.21,7.2,7.6,4.0,0,0,0,0,0
3568,Harry Potter Collection,PS2,2006,Misc,Electronic Arts,Electronic Arts,0.28,0.21,0.0,0.07,0.56,Harry Potter Collection,10,2006-10-01,2.09,4.95,5.55,10.0,0.01,4.0,6.1,10.0,0.01,4.0,6.1,10.0,0,0,0,0,0
3569,Tony Hawk's Project 8,PSP,2006,Sports,Activision,Page 44 Studios,0.41,0.08,0.0,0.07,0.56,Tony Hawk,11,2006-11-01,0.87,6.63,6.27,23.0,0.14,6.5,6.8,23.0,0.87,6.63,6.27,23.0,1,0,0,0,1
3570,Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004,Misc,Konami Digital Entertainment,KCEJ,0.4,0.15,0.0,0.01,0.56,Yu Gi Oh!,2,2004-02-01,0.05,7.2,6.5,2.0,0.95,7.2,7.6,10.0,0.56,6.1,6.35,2.0,0,0,0,1,0
3571,Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,Activision,Sand Grain Studios,0.28,0.21,0.0,0.07,0.56,"""Cabela's """,11,2004-11-01,1.21,6.15,6.95,18.0,0.37,6.15,8.5,18.0,0.37,6.15,8.5,18.0,0,0,0,0,0
3572,Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,Cing,0.27,0.05,0.22,0.03,0.56,Hotel Dusk,1,2007-01-01,0.61,7.0,8.2,,0.3,7.0,8.2,,0.3,7.0,8.2,,0,0,0,0,0
3573,Knockout Kings 2001,PS2,2001,Fighting,Electronic Arts,Black Ops Entertainment,0.28,0.21,0.0,0.07,0.56,Knockout Kings EA Sports,12,2001-12-01,1.05,6.05,6.45,4.0,0.28,6.05,4.0,1.0,0.92,6.0,8.3,7.0,1,0,0,0,0
3574,Army Men: Sarge's Heroes,PS,1999,Action,3DO,Saffire Corporation,0.31,0.21,0.0,0.04,0.56,Army Men,1,1999-01-01,1.28,6.0,6.0,1.0,0.59,6.0,6.0,1.0,0.85,6.0,6.0,1.0,1,0,0,0,0
3575,Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,Altron,0.32,0.19,0.0,0.05,0.56,PhinǸas et Ferb,8,2011-08-01,0.12,6.0,3.6,11.5,0.15,6.0,3.6,11.5,0.31,6.0,3.6,11.5,0,0,0,0,0
3576,Petz Dogz 2,PS2,2007,Simulation,Ubisoft,Ubisoft,0.28,0.21,0.0,0.07,0.56,Petz,11,2007-11-01,0.8,5.7,6.7,1.0,1.45,7.1,6.9,1.0,1.02,4.0,7.0,1.0,1,0,1,0,0
3577,Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,Digital Illusions,0.39,0.15,0.0,0.02,0.56,Battlefield,10,2005-10-01,0.81,6.75,5.95,62.0,0.27,8.35,8.35,21.0,0.02,7.0,6.3,9.0,1,1,0,1,0
3578,Wolfenstein,X360,2009,Shooter,Activision,id Software,0.28,0.22,0.0,0.06,0.56,Wolfenstein,8,2009-08-01,0.11,5.9,7.0,5.0,0.06,5.9,7.0,5.0,0.53,6.3,8.2,54.0,1,0,0,0,0
3579,All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,Acclaim Studios Austin,0.27,0.21,0.0,0.07,0.56,All-Star Baseball,5,2001-05-01,0.19,7.33,7.0,2.0,0.71,6.0,7.85,7.0,0.89,6.0,7.85,7.0,1,0,0,0,1
3580,Backyard NFL Football,GBA,2002,Sports,Infogrames,Humongous Entertainment,0.4,0.15,0.0,0.01,0.56,Backyard Sports,1,2002-01-01,0.18,5.2,8.3,2.0,0.04,5.2,7.0,2.0,0.13,5.2,7.0,2.0,0,0,0,0,0
3581,Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,EA Canada,0.43,0.11,0.0,0.02,0.56,Need For Speed,11,2005-11-01,0.61,8.5,8.4,256.0,1.29,7.27,7.55,127.0,1.29,7.27,7.55,127.0,1,1,1,1,1
3582,NASCAR Rumble,PS,2000,Racing,Electronic Arts,Electronic Arts,0.31,0.21,0.0,0.04,0.56,Nascar (EA Sports),1,2000-01-01,0.83,8.7,8.7,3.0,0.4,8.7,8.7,3.0,1.59,8.7,8.7,3.0,0,0,0,0,0
3583,Tony Hawk: Shred,Wii,2010,Sports,Activision,Robomodo,0.41,0.11,0.0,0.04,0.56,Tony Hawk,10,2010-10-01,0.75,8.03,7.77,32.0,0.61,4.6,3.0,32.0,0.61,4.6,3.0,32.0,0,0,0,1,0
3584,Tony Hawk's Proving Ground,X360,2007,Sports,Activision,Neversoft Entertainment,0.49,0.02,0.0,0.04,0.56,Tony Hawk,11,2007-11-01,1.06,7.6,7.55,209.5,4.53,8.17,8.0,120.0,0.22,6.37,6.6,12.5,1,0,1,0,0
3585,WWE Raw 2,XB,2003,Fighting,THQ,Anchor (Legacy),0.43,0.11,0.0,0.02,0.56,WWE,9,2003-09-01,0.09,7.75,8.05,18.0,0.55,6.8,6.1,18.0,0.08,5.5,7.5,18.0,0,0,0,0,0
3586,Resident Evil 2,N64,1999,Action,Virgin Interactive,Angel Studios,0.39,0.09,0.07,0.01,0.56,Resident Evil,8,1999-08-01,0.02,6.95,8.1,7.0,0.02,6.95,8.1,7.0,5.82,6.95,8.7,235.0,1,1,0,0,0
3587,Mega Man X2,SNES,1993,Platform,Laguna,Capcom,0.09,0.02,0.45,0.0,0.56,Mega Man X2,3,1993-03-01,0.0,0.0,0.0,0.0,0.15,7.0,7.1,8.0,0.15,7.0,7.1,8.0,1,0,1,0,0
3588,Manhunt 2,PS2,2007,Action,Take-Two Interactive,Rockstar London,0.27,0.21,0.0,0.07,0.56,Manhunt,10,2007-10-01,0.41,9.37,8.68,657.5,0.41,9.37,8.68,657.5,1.28,7.03,7.65,72.0,0,0,0,0,0
3589,Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,Monolith Software,0.26,0.14,0.12,0.04,0.56,Xenoblade,8,2015-08-01,1.29,7.43,7.93,79.5,0.12,7.43,8.7,3.0,0.98,8.73,8.73,571.5,1,0,0,0,0
3590,Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,Racjin,0.15,0.12,0.26,0.04,0.56,Fullmetal Alchemist,1,2003-01-01,0.0,0.0,0.0,0.0,0.09,7.0,7.45,1.0,0.09,7.0,7.45,1.0,0,0,0,0,0
3591,Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,THQ,0.44,0.08,0.0,0.04,0.56,Monster High,10,2011-10-01,0.03,6.0,6.0,1.0,0.09,6.0,6.0,1.0,0.96,6.0,6.0,1.0,0,0,0,0,0
3592,Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,Bullets,0.13,0.09,0.27,0.06,0.56,Final Fantasy,4,2011-04-01,0.89,7.4,7.7,45.0,0.06,6.5,6.55,1.0,0.74,7.97,7.12,287.5,1,1,0,0,0
3593,Frontlines: Fuel of War,X360,2008,Shooter,THQ,Kaos Studios,0.34,0.15,0.01,0.05,0.56,Frontlines: Fuel of War,2,2008-02-01,0.2,,,,0.2,,,,0.2,,,,0,0,0,0,0
3594,Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,iNiS,0.15,0.35,0.0,0.07,0.56,Lips,10,2009-10-01,0.17,6.55,7.65,13.0,0.78,6.55,6.85,9.0,0.78,6.55,6.85,9.0,0,0,0,0,0
3595,Hamtaro: Ham-Hams Unite!,GB,2001,Role-Playing,Nintendo,Shogakukan,0.0,0.0,0.56,0.0,0.56,Hamtaro,1,2001-01-01,0.89,,,,0.89,,,,0.89,,,,0,0,0,0,0
3596,Batman Begins,PS2,2005,Action,Electronic Arts,Eurocom Entertainment Software,0.27,0.21,0.0,0.07,0.56,Batman,6,2005-06-01,0.11,4.2,7.05,3.0,0.1,4.6,7.1,4.0,0.1,4.6,7.1,4.0,0,0,0,0,0
3597,Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,Rare Ltd.,0.27,0.23,0.0,0.06,0.56,Viva Pi��ata,9,2008-09-01,1.49,6.8,7.0,32.0,1.63,7.7,7.5,32.0,0.24,4.8,5.35,3.0,0,0,0,0,0
3598,Dr. Seuss' The Cat in the Hat,PS2,2003,Misc,Vivendi Games,Magenta Software,0.27,0.21,0.0,0.07,0.56,Le Chat chapeautǸ,11,2003-11-01,0.17,5.95,6.65,1.0,0.17,5.95,6.65,1.0,0.11,5.95,6.65,1.0,0,0,0,0,0
3599,Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,Digital Illusions,0.4,0.15,0.0,0.01,0.56,Barbie,9,2002-09-01,0.31,2.6,3.0,0.0,0.57,8.35,7.7,16.0,0.57,8.35,7.7,16.0,0,0,0,0,0
3600,Yu-Gi-Oh! Reshef of Destruction,GBA,2003,Strategy,Konami Digital Entertainment,Konami,0.4,0.15,0.0,0.01,0.56,Yu Gi Oh!,6,2003-06-01,0.71,8.17,8.5,126.5,0.1,8.17,8.5,126.5,0.71,4.4,6.15,2.0,0,0,1,1,0
3601,Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios,Artoon,0.39,0.15,0.0,0.02,0.56,Blinx,10,2002-10-01,0.61,6.6,8.5,0.0,0.08,4.55,6.0,2.0,0.08,4.55,6.0,2.0,0,0,0,1,0
3602,Madagascar: Escape 2 Africa,Wii,2008,Action,Activision,Madagascar: Escape 2 Africa,0.32,0.18,0.0,0.05,0.56,Madagascar: Escape 2 Africa,1,2008-01-01,3.05,5.0,6.0,20.0,3.05,5.0,6.0,20.0,3.05,5.0,6.0,20.0,0,0,0,0,0
3603,Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,Awesome Studios,0.17,0.24,0.0,0.14,0.56,Mercury,4,2005-04-01,0.08,6.95,7.5,18.0,0.08,6.95,7.5,18.0,0.08,6.95,7.5,18.0,0,0,0,0,1
3604,ESPN NFL Football,PS2,2003,Sports,Sega,Visual Concepts,0.27,0.21,0.0,0.07,0.56,NFL 2K,11,2003-11-01,0.12,7.0,7.42,39.5,0.36,8.05,8.15,2.0,0.22,9.2,7.55,1.0,0,0,1,0,0
3605,Fatal Fury Special,SNES,1994,Fighting,Takara,SNK,0.0,0.0,0.56,0.0,0.56,Fatal Fury,1,1994-01-01,0.39,5.0,7.6,31.0,0.14,5.0,7.6,31.0,0.39,5.0,7.6,31.0,1,0,0,0,0
3606,Catz,DS,2006,Simulation,Ubisoft,Powerhead Games,0.49,0.02,0.0,0.04,0.56,Petz,5,2006-05-01,0.24,7.25,7.0,24.0,0.2,7.5,7.5,24.0,0.24,6.0,5.97,8.0,0,0,0,0,0
3607,Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,Kush Games,0.52,0.02,0.0,0.02,0.56,Major League Baseball 2K5,2,2005-02-01,0.02,7.9,4.0,1.0,0.42,7.9,7.6,3.0,0.42,7.9,7.6,3.0,0,0,0,0,0
3608,DS Bimoji Training,DS,2008,Misc,Nintendo,DS Bimoji Training,0.0,0.0,0.56,0.0,0.56,DS Bimoji Training,1,2008-01-01,7.84,7.0,7.7,46.0,7.84,7.0,7.7,46.0,7.84,7.0,7.7,46.0,0,0,0,0,0
3609,WWE 2K15,XOne,2014,Sports,Take-Two Interactive,Yuke's,0.28,0.23,0.0,0.04,0.56,WWE,11,2014-11-01,0.85,7.0,5.38,15.0,1.13,6.6,5.78,24.5,0.85,7.0,5.38,15.0,1,1,1,1,0
3610,Petz Catz Clan,DS,2008,Simulation,Ubisoft,Digital Kids,0.48,0.04,0.0,0.04,0.56,Petz,11,2008-11-01,0.61,,,,0.16,,,,0.84,,,,1,0,0,0,0
3611,Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,SCE Japan Studio,0.18,0.09,0.22,0.06,0.56,Soul Sacrifice,4,2013-04-01,0.71,8.35,8.38,8.0,0.21,3.3,5.3,2.0,0.21,3.3,5.3,2.0,1,0,0,1,0
3612,G-Force,DS,2009,Action,Disney Interactive Studios,Keen Games,0.27,0.23,0.0,0.06,0.56,G-Force,7,2009-07-01,0.23,7.55,3.4,1.0,0.21,7.55,8.0,42.0,0.21,7.55,8.0,42.0,0,0,0,0,0
3613,Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,EA Sports,0.24,0.26,0.0,0.06,0.56,Tiger Woods,7,2010-07-01,0.84,7.38,6.65,4.0,0.05,7.6,6.05,95.0,0.24,7.17,8.15,2.5,0,0,1,1,1
3614,Soldier of Fortune: Gold Edition,PS2,2001,Shooter,Codemasters,Pipe Dream Interactive,0.27,0.21,0.0,0.07,0.56,Soldier of Fortune,11,2001-11-01,0.15,5.73,6.88,4.0,0.28,4.93,6.77,6.5,0.28,4.93,6.77,6.5,0,0,0,0,0
3615,Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,Neverland,0.37,0.02,0.14,0.03,0.56,Harvest Moon,8,2006-08-01,0.24,4.15,5.3,1.0,0.11,6.9,8.3,1.0,0.09,6.1,7.8,1.0,0,0,0,0,0
3616,Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,Virtuos,0.5,0.02,0.0,0.03,0.56,Monster Jam,11,2010-11-01,0.72,5.75,6.75,14.0,0.15,3.0,6.75,14.0,0.14,3.5,4.9,4.0,0,0,0,0,0
3617,Rapala Tournament Fishing!,Wii,2006,Sports,Activision,MagicWand,0.51,0.0,0.0,0.04,0.56,Rapala,3,2006-03-01,0.05,7.0,6.0,0.5,0.07,7.0,4.9,1.0,0.06,5.0,4.9,0.0,0,0,0,0,0
3618,MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,Pacific Coast Power & Light,0.27,0.21,0.0,0.07,0.56,Championship Motocross,9,2001-09-01,0.11,7.7,6.2,,0.11,7.7,6.2,,0.58,7.7,6.2,,0,0,0,0,0
3619,Purr Pals,DS,2007,Simulation,THQ,Brain Toys,0.18,0.36,0.0,0.02,0.56,Purr Pals,3,2007-03-01,0.03,,,,0.03,,,,0.03,,,,0,0,0,0,0
3620,NCAA Football 07,XB,2006,Sports,Electronic Arts,EA Sports,0.42,0.12,0.0,0.01,0.56,NCAA,7,2006-07-01,1.7,8.7,8.7,,1.7,8.7,8.7,,1.7,8.7,8.7,,1,0,1,1,0
3621,God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,Ready at Dawn,0.39,0.08,0.02,0.06,0.56,God of War,9,2011-09-01,1.5,7.65,7.3,51.0,0.64,8.88,8.8,419.0,4.84,8.6,8.5,437.0,1,0,0,1,0
3622,MX vs. ATV: Alive,X360,2011,Racing,THQ,THQ Digital Studio Phoenix,0.37,0.14,0.0,0.05,0.56,MX vs. ATV,5,2011-05-01,0.11,6.0,5.55,10.5,0.11,6.0,5.55,10.5,0.24,5.25,6.95,9.0,1,0,0,0,0
3623,Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,Game Arts,0.27,0.18,0.06,0.04,0.55,Lunar,5,1998-05-01,0.08,6.0,7.7,15.0,0.12,6.0,7.7,15.0,0.21,6.0,7.5,37.0,1,0,0,0,0
3624,Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,Dimps Corporation,0.15,0.2,0.14,0.07,0.55,Dragon Ball,2,2015-02-01,0.01,6.15,6.5,2.0,0.77,6.15,7.35,19.0,0.08,4.77,5.25,87.5,0,0,0,0,0
3625,NBA Showtime: NBA on NBC,PS,1999,Sports,Midway Games,Eurocom,0.31,0.21,0.0,0.04,0.55,NBA Showtime: NBA on NBC,1,1999-01-01,0.42,7.5,7.5,2.0,0.29,1.0,1.0,2.0,0.29,1.0,1.0,2.0,0,0,0,0,1
3626,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision,Activision,0.41,0.11,0.0,0.04,0.55,ZhuZhu Pets,10,2010-10-01,0.63,8.1,7.7,21.0,0.05,8.1,7.7,21.0,1.04,8.1,7.7,21.0,0,0,0,0,0
3627,Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,BioWare,0.35,0.16,0.0,0.05,0.55,Dragon Age,11,2014-11-01,0.73,8.0,6.7,211.5,0.91,8.0,7.55,109.5,0.73,8.0,6.7,211.5,1,0,0,1,0
3628,Soul Reaver 2,PS2,2001,Action,Eidos Interactive,Crystal Dynamics,0.27,0.21,0.0,0.07,0.55,Legacy of Kain,11,2001-11-01,0.26,5.85,7.25,12.0,1.04,9.1,8.7,99.0,0.44,9.1,7.7,49.0,1,0,0,0,0
3629,Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,Aspect,0.34,0.01,0.15,0.06,0.55,Metal Gear,3,2005-03-01,0.06,6.47,4.15,1.0,0.22,5.5,5.0,1.0,0.47,8.75,8.75,472.0,1,1,0,0,0
3630,Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,Sanzaru Games,0.35,0.13,0.0,0.08,0.55,Sly Raccoon,2,2013-02-01,1.71,8.4,8.9,25.0,0.07,8.0,7.7,25.0,0.69,8.5,8.05,64.0,1,0,0,0,0
3631,The Godfather (old US sales),XB,2006,Action,Electronic Arts,Electronic Arts,0.42,0.11,0.0,0.02,0.55,Le Parrain,1,2006-01-01,1.21,7.0,6.5,14.0,0.2,6.05,7.15,12.0,0.2,6.05,7.15,12.0,0,0,0,0,0
3632,Daytona USA,SAT,1994,Racing,Sega,Sega-AM2,0.0,0.0,0.55,0.0,0.55,Daytona USA,1,1994-01-01,1.76,8.2,8.2,82.0,1.76,8.2,8.2,82.0,1.76,8.2,8.2,82.0,1,0,1,0,1
3633,Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,Electronic Arts,0.22,0.28,0.0,0.05,0.55,Harry Potter,11,2010-11-01,0.92,6.15,6.17,3.5,0.21,6.15,1.8,3.5,0.32,5.2,4.15,4.0,0,0,0,0,0
3634,Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,Electronic Arts,0.24,0.22,0.0,0.09,0.55,Tiger Woods,3,2012-03-01,0.92,7.6,6.7,150.0,0.07,7.6,6.7,150.0,0.63,7.17,7.25,4.5,0,0,0,0,1
3635,WWF Raw,XB,2002,Fighting,THQ,Anchor (Legacy),0.4,0.13,0.0,0.02,0.55,WWE,2,2002-02-01,0.04,5.75,7.8,0.0,0.04,5.75,7.8,0.0,0.71,6.0,7.85,7.0,0,0,0,0,0
3636,Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,Banpresto,0.0,0.0,0.52,0.04,0.55,Super Robot Taisen,1,1996-01-01,0.04,7.0,7.0,1.0,0.38,7.0,7.0,1.0,0.37,7.0,7.0,1.0,0,0,0,0,0
3637,Jump Super Stars,DS,2005,Fighting,Nintendo,Ganbarion,0.0,0.0,0.55,0.0,0.55,Dragon Ball,1,2005-01-01,1.34,8.53,8.1,248.5,0.32,8.53,8.0,2.0,1.94,7.35,8.2,69.0,0,0,0,0,0
3638,Legends of WrestleMania,PS3,2009,Fighting,THQ,"""Yuke's Media Creation""",0.3,0.17,0.0,0.07,0.55,Legends of WrestleMania,1,2009-01-01,0.12,,,,0.33,,,,0.33,,,,0,0,0,0,0
3639,The Activision Decathlon,2600,1982,Sports,Activision,Activision,0.52,0.03,0.0,0.01,0.55,The Activision Decathlon,1,1982-01-01,0.39,,,,0.87,,,,0.87,,,,0,0,0,0,0
3640,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001,Shooter,D3Publisher,Taito Corporation,0.31,0.21,0.0,0.04,0.55,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,1,2001-01-01,1.06,6.7,7.0,2.0,0.02,6.7,7.0,2.0,0.02,6.7,7.0,2.0,0,0,0,0,0
3641,50 Classic Games,DS,2009,Misc,Destineer,Cerasus Media,0.52,0.0,0.0,0.04,0.55,50 Classic Games,3,2009-03-01,0.06,,,,0.03,,,,0.03,,,,0,0,0,0,0
3642,Fighting Force 2,PS,1999,Action,Eidos Interactive,Core Design,0.31,0.21,0.0,0.04,0.55,Fighting Force,1,1999-01-01,1.07,6.0,6.0,4.0,0.38,6.0,6.0,4.0,1.32,5.8,5.8,17.0,0,0,0,0,0
3643,Sakura Wars,SAT,1996,Adventure,Sega,Sega,0.0,0.0,0.55,0.0,0.55,Sakura Taisen,1,1996-01-01,0.03,4.0,4.0,1.0,0.15,6.0,6.0,1.0,0.15,6.0,6.0,1.0,1,0,1,0,0
3644,Yokai Sangokushi,3DS,2016,Action,Level 5,Yokai Sangokushi,0.0,0.0,0.55,0.0,0.55,Yokai Sangokushi,1,2016-01-01,2.28,,,,2.28,,,,2.28,,,,0,0,0,1,0
3645,Extermination,PS2,2001,Action,Sony Computer Entertainment,Deep Space,0.21,0.16,0.12,0.05,0.55,Extermination,7,2001-07-01,0.07,7.5,7.4,2.0,0.07,7.5,7.4,2.0,0.07,7.5,7.4,2.0,0,0,0,0,0
3646,Batman: Vengeance,PS2,2001,Adventure,Ubisoft,Ubisoft,0.27,0.21,0.0,0.07,0.55,Batman: Vengeance,11,2001-11-01,0.25,8.2,7.6,97.0,0.05,8.2,2.0,1.0,0.05,8.2,2.0,1.0,0,0,1,0,0
